GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0008083	0.0952909174844212	1.84986993682646	3.87857665123081	7	189	growth factor activity	0.000195963158926122	0.406915495551748
GO:0008349	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	MAP kinase kinase kinase kinase activity	0.04	0.406915495551748
GO:0000104	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	succinate dehydrogenase activity	0.04	0.406915495551748
GO:0097016	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	L27 domain binding	0.04	0.406915495551748
GO:0016524	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	latrotoxin receptor activity	0.04	0.406915495551748
GO:1990829	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	C-rich single-stranded DNA binding	0.04	0.406915495551748
GO:0070326	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	very-low-density lipoprotein particle receptor binding	0.04	0.406915495551748
GO:0035241	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	protein-arginine omega-N monomethyltransferase activity	0.04	0.406915495551748
GO:0019534	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	toxin transmembrane transporter activity	0.04	0.406915495551748
GO:0005010	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	insulin-like growth factor-activated receptor activity	0.04	0.406915495551748
GO:0005009	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	insulin-activated receptor activity	0.04	0.406915495551748
GO:0035514	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	DNA demethylase activity	0.04	0.406915495551748
GO:0035515	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	oxidative RNA demethylase activity	0.04	0.406915495551748
GO:0045569	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	TRAIL binding	0.04	0.406915495551748
GO:0005459	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	UDP-galactose transmembrane transporter activity	0.04	0.406915495551748
GO:0070699	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	type II activin receptor binding	0.04	0.406915495551748
GO:0030197	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	extracellular matrix constituent, lubricant activity	0.04	0.406915495551748
GO:0004060	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	arylamine N-acetyltransferase activity	0.04	0.406915495551748
GO:0034711	0.0984912483987429	11.9583333333333	0.102607847916159	1	5	inhibin binding	0.04	0.406915495551748
GO:0005159	0.0989091602539309	3.99164677804296	0.533560809164026	2	26	insulin-like growth factor receptor binding	0.00295857988165681	0.406915495551748
GO:0048487	0.0990979547356627	2.82057416267943	1.10816475749452	3	54	beta-tubulin binding	0.00102880658436214	0.406915495551748
GO:0019208	0.103888025618663	2.07000165782493	2.48310991957105	5	121	phosphatase regulator activity	0.000341506727682535	0.424705232485106
GO:0046914	0.106329369715969	1.27411655120219	28.1145503290275	35	1370	transition metal ion binding	1.86477702594704e-05	0.432779189019384
GO:0016922	0.107365292255618	1.89682942295498	3.24240799415062	6	158	nuclear receptor binding	0.00024034609838167	0.433852119665081
GO:0005102	0.110760191599645	1.21919965040984	42.9311235681209	51	2092	signaling receptor binding	1.16532433489685e-05	0.433852119665081
GO:0043027	0.112059436626852	3.68422985129429	0.57460394833049	2	28	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	0.00255102040816327	0.433852119665081
GO:0044325	0.112711777237781	1.63455761128412	5.62291006580551	9	274	ion channel binding	0.000119878523096595	0.433852119665081
GO:0019899	0.113956761125105	1.1824624555442	62.7344382159396	72	3057	enzyme binding	7.70444960856581e-06	0.433852119665081
GO:0071077	0.11699613306106	9.56619047619048	0.123129417499391	1	6	adenosine 3',5'-bisphosphate transmembrane transporter activity	0.0277777777777778	0.433852119665081
GO:0008449	0.11699613306106	9.56619047619048	0.123129417499391	1	6	N-acetylglucosamine-6-sulfatase activity	0.0277777777777778	0.433852119665081
GO:0043199	0.11699613306106	9.56619047619048	0.123129417499391	1	6	sulfate binding	0.0277777777777778	0.433852119665081
GO:0033220	0.11699613306106	9.56619047619048	0.123129417499391	1	6	ATPase-coupled amide-transporter activity	0.0277777777777778	0.433852119665081
GO:0098879	0.11699613306106	9.56619047619048	0.123129417499391	1	6	structural constituent of postsynaptic specialization	0.0277777777777778	0.433852119665081
GO:0015450	0.11699613306106	9.56619047619048	0.123129417499391	1	6	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	0.0277777777777778	0.433852119665081
GO:0050211	0.11699613306106	9.56619047619048	0.123129417499391	1	6	procollagen galactosyltransferase activity	0.0277777777777778	0.433852119665081
GO:0098973	0.11699613306106	9.56619047619048	0.123129417499391	1	6	structural constituent of postsynaptic actin cytoskeleton	0.0277777777777778	0.433852119665081
GO:0098919	0.11699613306106	9.56619047619048	0.123129417499391	1	6	structural constituent of postsynaptic density	0.0277777777777778	0.433852119665081
GO:0035242	0.11699613306106	9.56619047619048	0.123129417499391	1	6	protein-arginine omega-N asymmetric methyltransferase activity	0.0277777777777778	0.433852119665081
GO:0031781	0.11699613306106	9.56619047619048	0.123129417499391	1	6	type 3 melanocortin receptor binding	0.0277777777777778	0.433852119665081
GO:0031782	0.11699613306106	9.56619047619048	0.123129417499391	1	6	type 4 melanocortin receptor binding	0.0277777777777778	0.433852119665081
GO:0031779	0.11699613306106	9.56619047619048	0.123129417499391	1	6	melanocortin receptor binding	0.0277777777777778	0.433852119665081
GO:0070728	0.11699613306106	9.56619047619048	0.123129417499391	1	6	leucine binding	0.0277777777777778	0.433852119665081
GO:0005539	0.117411060237728	1.57339821573398	6.48481598830124	10	316	glycosaminoglycan binding	0.000100144207659029	0.433852119665081
GO:0120020	0.118795673291134	3.54760010607266	0.595125517913722	2	29	cholesterol transfer activity	0.00237812128418549	0.433852119665081
GO:0098918	0.118795673291134	3.54760010607266	0.595125517913722	2	29	structural constituent of synapse	0.00237812128418549	0.433852119665081
GO:0008201	0.120173340000802	1.66560799974844	4.9046551303924	8	239	heparin binding	0.000140053570490713	0.433852119665081
GO:0030374	0.120846318603146	2.18072814475692	1.88798440165732	4	92	nuclear receptor transcription coactivator activity	0.000472589792060492	0.433852119665081
GO:0044389	0.12157727506001	1.49405811110479	8.18810626370948	12	399	ubiquitin-like protein ligase binding	7.53764109521925e-05	0.433852119665081
GO:0004672	0.124369643583206	1.32978696741855	16.8687301974165	22	822	protein kinase activity	3.2559598865742e-05	0.433852119665081
GO:0050681	0.125330194002869	2.52291614202972	1.23129417499391	3	60	androgen receptor binding	0.000833333333333333	0.433852119665081
GO:0008198	0.125629793061294	3.42072962836686	0.615647087496953	2	30	ferrous iron binding	0.00222222222222222	0.433852119665081
GO:0003697	0.126674048678823	1.93567772952854	2.6472824762369	5	129	single-stranded DNA binding	0.000300462712577369	0.433852119665081
GO:0043167	0.129196779911405	1.12516694033935	164.295686083354	176	8006	ion binding	2.74587963598872e-06	0.433852119665081
GO:0030695	0.129621571065217	1.47462701462003	8.29071411162564	12	404	GTPase regulator activity	7.35222037055191e-05	0.433852119665081
GO:0019198	0.132554966938296	3.3026088387787	0.636168657080185	2	31	transmembrane receptor protein phosphatase activity	0.00208116545265349	0.433852119665081
GO:0120015	0.132554966938296	3.3026088387787	0.636168657080185	2	31	sterol transfer activity	0.00208116545265349	0.433852119665081
GO:0005001	0.132554966938296	3.3026088387787	0.636168657080185	2	31	transmembrane receptor protein tyrosine phosphatase activity	0.00208116545265349	0.433852119665081
GO:0070840	0.132554966938296	3.3026088387787	0.636168657080185	2	31	dynein complex binding	0.00208116545265349	0.433852119665081
GO:0030296	0.132554966938296	3.3026088387787	0.636168657080185	2	31	protein tyrosine kinase activator activity	0.00208116545265349	0.433852119665081
GO:0018024	0.134577577256671	2.43715027167302	1.27233731416037	3	62	histone-lysine N-methyltransferase activity	0.000780437044745057	0.433852119665081
GO:0019789	0.134577577256671	2.43715027167302	1.27233731416037	3	62	SUMO transferase activity	0.000780437044745057	0.433852119665081
GO:0008378	0.134577577256671	2.43715027167302	1.27233731416037	3	62	galactosyltransferase activity	0.000780437044745057	0.433852119665081
GO:0043125	0.135122059628972	7.97142857142857	0.143650987082622	1	7	ErbB-3 class receptor binding	0.0204081632653061	0.433852119665081
GO:0015467	0.135122059628972	7.97142857142857	0.143650987082622	1	7	G-protein activated inward rectifier potassium channel activity	0.0204081632653061	0.433852119665081
GO:1903136	0.135122059628972	7.97142857142857	0.143650987082622	1	7	cuprous ion binding	0.0204081632653061	0.433852119665081
GO:0003720	0.135122059628972	7.97142857142857	0.143650987082622	1	7	telomerase activity	0.0204081632653061	0.433852119665081
GO:0019828	0.135122059628972	7.97142857142857	0.143650987082622	1	7	aspartic-type endopeptidase inhibitor activity	0.0204081632653061	0.433852119665081
GO:0060228	0.135122059628972	7.97142857142857	0.143650987082622	1	7	phosphatidylcholine-sterol O-acyltransferase activator activity	0.0204081632653061	0.433852119665081
GO:0035727	0.135122059628972	7.97142857142857	0.143650987082622	1	7	lysophosphatidic acid binding	0.0204081632653061	0.433852119665081
GO:0050542	0.135122059628972	7.97142857142857	0.143650987082622	1	7	icosanoid binding	0.0204081632653061	0.433852119665081
GO:0050544	0.135122059628972	7.97142857142857	0.143650987082622	1	7	arachidonic acid binding	0.0204081632653061	0.433852119665081
GO:0003964	0.135122059628972	7.97142857142857	0.143650987082622	1	7	RNA-directed DNA polymerase activity	0.0204081632653061	0.433852119665081
GO:0031698	0.135122059628972	7.97142857142857	0.143650987082622	1	7	beta-2 adrenergic receptor binding	0.0204081632653061	0.433852119665081
GO:0019976	0.135122059628972	7.97142857142857	0.143650987082622	1	7	interleukin-2 binding	0.0204081632653061	0.433852119665081
GO:0005462	0.135122059628972	7.97142857142857	0.143650987082622	1	7	UDP-N-acetylglucosamine transmembrane transporter activity	0.0204081632653061	0.433852119665081
GO:0070644	0.135122059628972	7.97142857142857	0.143650987082622	1	7	vitamin D response element binding	0.0204081632653061	0.433852119665081
GO:0010856	0.135122059628972	7.97142857142857	0.143650987082622	1	7	adenylate cyclase activator activity	0.0204081632653061	0.433852119665081
GO:0086089	0.135122059628972	7.97142857142857	0.143650987082622	1	7	voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization	0.0204081632653061	0.433852119665081
GO:0051022	0.135122059628972	7.97142857142857	0.143650987082622	1	7	Rho GDP-dissociation inhibitor binding	0.0204081632653061	0.433852119665081
GO:0070915	0.135122059628972	7.97142857142857	0.143650987082622	1	7	lysophosphatidic acid receptor activity	0.0204081632653061	0.433852119665081
GO:0044729	0.135122059628972	7.97142857142857	0.143650987082622	1	7	hemi-methylated DNA-binding	0.0204081632653061	0.433852119665081
GO:0052794	0.135122059628972	7.97142857142857	0.143650987082622	1	7	exo-alpha-(2->3)-sialidase activity	0.0204081632653061	0.433852119665081
GO:0052795	0.135122059628972	7.97142857142857	0.143650987082622	1	7	exo-alpha-(2->6)-sialidase activity	0.0204081632653061	0.433852119665081
GO:0052796	0.135122059628972	7.97142857142857	0.143650987082622	1	7	exo-alpha-(2->8)-sialidase activity	0.0204081632653061	0.433852119665081
GO:0031490	0.135764298651818	1.8896691399152	2.7088471849866	5	132	chromatin DNA binding	0.000286960514233241	0.433852119665081
GO:0060589	0.137288259548191	1.43324022973034	9.2347063124543	13	450	nucleoside-triphosphatase regulator activity	6.41975308641975e-05	0.433852119665081
GO:0003743	0.139287439298363	2.39641148325359	1.2928588837436	3	63	translation initiation factor activity	0.000755857898715041	0.433852119665081
GO:0005242	0.139564603775345	3.19236276849642	0.656690226663417	2	32	inward rectifier potassium channel activity	0.001953125	0.433852119665081
GO:0004713	0.139735723451867	1.66504041708519	4.28900804289544	7	209	protein tyrosine kinase activity	0.000160252741466542	0.433852119665081
GO:0051287	0.144052306333713	2.35700839281512	1.31338045332683	3	64	NAD binding	0.000732421875	0.433852119665081
GO:0019888	0.150134966782048	1.99820143884892	2.05215695832318	4	100	protein phosphatase regulator activity	4e-04	0.433852119665081
GO:0004308	0.152876770614743	6.83231292517007	0.164172556665854	1	8	exo-alpha-sialidase activity	0.015625	0.433852119665081
GO:0008469	0.152876770614743	6.83231292517007	0.164172556665854	1	8	histone-arginine N-methyltransferase activity	0.015625	0.433852119665081
GO:0004128	0.152876770614743	6.83231292517007	0.164172556665854	1	8	cytochrome-b5 reductase activity, acting on NAD(P)H	0.015625	0.433852119665081
GO:0004768	0.152876770614743	6.83231292517007	0.164172556665854	1	8	stearoyl-CoA 9-desaturase activity	0.015625	0.433852119665081
GO:0016215	0.152876770614743	6.83231292517007	0.164172556665854	1	8	acyl-CoA desaturase activity	0.015625	0.433852119665081
GO:0004704	0.152876770614743	6.83231292517007	0.164172556665854	1	8	NF-kappaB-inducing kinase activity	0.015625	0.433852119665081
GO:1990254	0.152876770614743	6.83231292517007	0.164172556665854	1	8	keratin filament binding	0.015625	0.433852119665081
GO:1990247	0.152876770614743	6.83231292517007	0.164172556665854	1	8	N6-methyladenosine-containing RNA binding	0.015625	0.433852119665081
GO:0004687	0.152876770614743	6.83231292517007	0.164172556665854	1	8	myosin light chain kinase activity	0.015625	0.433852119665081
GO:0090599	0.152876770614743	6.83231292517007	0.164172556665854	1	8	alpha-glucosidase activity	0.015625	0.433852119665081
GO:0090554	0.152876770614743	6.83231292517007	0.164172556665854	1	8	phosphatidylcholine floppase activity	0.015625	0.433852119665081
GO:0015142	0.152876770614743	6.83231292517007	0.164172556665854	1	8	tricarboxylic acid transmembrane transporter activity	0.015625	0.433852119665081
GO:0015137	0.152876770614743	6.83231292517007	0.164172556665854	1	8	citrate transmembrane transporter activity	0.015625	0.433852119665081
GO:0042799	0.152876770614743	6.83231292517007	0.164172556665854	1	8	histone methyltransferase activity (H4-K20 specific)	0.015625	0.433852119665081
GO:0004971	0.152876770614743	6.83231292517007	0.164172556665854	1	8	AMPA glutamate receptor activity	0.015625	0.433852119665081
GO:0003857	0.152876770614743	6.83231292517007	0.164172556665854	1	8	3-hydroxyacyl-CoA dehydrogenase activity	0.015625	0.433852119665081
GO:0016997	0.152876770614743	6.83231292517007	0.164172556665854	1	8	alpha-sialidase activity	0.015625	0.433852119665081
GO:0005042	0.152876770614743	6.83231292517007	0.164172556665854	1	8	netrin receptor activity	0.015625	0.433852119665081
GO:0005035	0.152876770614743	6.83231292517007	0.164172556665854	1	8	death receptor activity	0.015625	0.433852119665081
GO:0050543	0.152876770614743	6.83231292517007	0.164172556665854	1	8	icosatetraenoic acid binding	0.015625	0.433852119665081
GO:0031800	0.152876770614743	6.83231292517007	0.164172556665854	1	8	type 3 metabotropic glutamate receptor binding	0.015625	0.433852119665081
GO:0070568	0.152876770614743	6.83231292517007	0.164172556665854	1	8	guanylyltransferase activity	0.015625	0.433852119665081
GO:0140328	0.152876770614743	6.83231292517007	0.164172556665854	1	8	floppase activity	0.015625	0.433852119665081
GO:0034186	0.152876770614743	6.83231292517007	0.164172556665854	1	8	apolipoprotein A-I binding	0.015625	0.433852119665081
GO:0005105	0.152876770614743	6.83231292517007	0.164172556665854	1	8	type 1 fibroblast growth factor receptor binding	0.015625	0.433852119665081
GO:0030284	0.152876770614743	6.83231292517007	0.164172556665854	1	8	estrogen receptor activity	0.015625	0.433852119665081
GO:0030274	0.152876770614743	6.83231292517007	0.164172556665854	1	8	LIM domain binding	0.015625	0.433852119665081
GO:0086006	0.152876770614743	6.83231292517007	0.164172556665854	1	8	voltage-gated sodium channel activity involved in cardiac muscle cell action potential	0.015625	0.433852119665081
GO:0099184	0.152876770614743	6.83231292517007	0.164172556665854	1	8	structural constituent of postsynaptic intermediate filament cytoskeleton	0.015625	0.433852119665081
GO:0001225	0.152876770614743	6.83231292517007	0.164172556665854	1	8	RNA polymerase II transcription coactivator binding	0.015625	0.433852119665081
GO:0009882	0.152876770614743	6.83231292517007	0.164172556665854	1	8	blue light photoreceptor activity	0.015625	0.433852119665081
GO:0008376	0.15373973487765	2.28195488721805	1.3544235924933	3	66	acetylgalactosaminyltransferase activity	0.00068870523415978	0.433852834319407
GO:0004407	0.153812050098152	2.99254176610979	0.697733365829881	2	34	histone deacetylase activity	0.00173010380622837	0.433852834319407
GO:0048306	0.157848242066585	1.95722605588998	2.09320009748964	4	102	calcium-dependent protein binding	0.000384467512495194	0.443888389811487
GO:0051427	0.160165131849813	1.54380232795589	5.27404338289057	8	257	hormone receptor binding	0.000121122197156656	0.449043028267754
GO:0043325	0.168323904152981	2.81622911694511	0.738776504996344	2	36	phosphatidylinositol-3,4-bisphosphate binding	0.00154320987654321	0.463905977669242
GO:1904315	0.16968505485678	1.89880570790892	2.15476480623934	4	105	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	0.00036281179138322	0.463905977669242
GO:0004875	0.170267850712817	5.97797619047619	0.184694126249086	1	9	complement receptor activity	0.0123456790123457	0.463905977669242
GO:0043559	0.170267850712817	5.97797619047619	0.184694126249086	1	9	insulin binding	0.0123456790123457	0.463905977669242
GO:0097322	0.170267850712817	5.97797619047619	0.184694126249086	1	9	7SK snRNA binding	0.0123456790123457	0.463905977669242
GO:0015272	0.170267850712817	5.97797619047619	0.184694126249086	1	9	ATP-activated inward rectifier potassium channel activity	0.0123456790123457	0.463905977669242
GO:0004923	0.170267850712817	5.97797619047619	0.184694126249086	1	9	leukemia inhibitory factor receptor activity	0.0123456790123457	0.463905977669242
GO:0004924	0.170267850712817	5.97797619047619	0.184694126249086	1	9	oncostatin-M receptor activity	0.0123456790123457	0.463905977669242
GO:0051021	0.170267850712817	5.97797619047619	0.184694126249086	1	9	GDP-dissociation inhibitor binding	0.0123456790123457	0.463905977669242
GO:0019838	0.170465450846133	1.57072554065646	4.53526687789422	7	221	growth factor binding	0.000143322208799984	0.463905977669242
GO:0005088	0.171411151708872	1.73808528428094	2.93458445040214	5	143	Ras guanyl-nucleotide exchange factor activity	0.000244510734021224	0.465115639724659
GO:0033558	0.175664844033494	2.73562904875554	0.759298074579576	2	37	protein deacetylase activity	0.0014609203798393	0.473452768959545
GO:0030215	0.175664844033494	2.73562904875554	0.759298074579576	2	37	semaphorin receptor binding	0.0014609203798393	0.473452768959545
GO:0043168	0.176014229839486	1.13013965628976	76.2376310017061	84	3715	anion binding	6.08641624203649e-06	0.473452768959545
GO:0070851	0.178207026905707	1.61765263300393	3.77596880331465	6	184	growth factor receptor binding	0.000177221172022684	0.476210776571122
GO:0032559	0.179475052167794	1.17054634487583	40.0581038264684	46	1952	adenyl ribonucleotide binding	1.20725275463585e-05	0.476210776571122
GO:0140097	0.181318059513733	1.54159464610203	4.61735315622715	7	225	catalytic activity, acting on DNA	0.000138271604938272	0.476210776571122
GO:0030545	0.182684865807823	1.33430316004573	10.6506946136973	14	519	receptor regulator activity	5.19748590181949e-05	0.476210776571122
GO:0000979	0.183055323766947	2.65950676213206	0.779819644162808	2	38	RNA polymerase II core promoter sequence-specific DNA binding	0.00138504155124654	0.476210776571122
GO:0034061	0.183055323766947	2.65950676213206	0.779819644162808	2	38	DNA polymerase activity	0.00138504155124654	0.476210776571122
GO:0030552	0.183055323766947	2.65950676213206	0.779819644162808	2	38	cAMP binding	0.00138504155124654	0.476210776571122
GO:0048156	0.183932684489398	2.08289993759101	1.47755300999269	3	72	tau protein binding	0.000578703703703704	0.476210776571122
GO:0030165	0.185194370505292	1.68878656554713	3.01667072873507	5	147	PDZ domain binding	0.000231385071035217	0.476210776571122
GO:0060090	0.186659388920921	1.38444643085174	8.06497684621009	11	393	molecular adaptor activity	7.12209208217599e-05	0.476210776571122
GO:0005524	0.186859924338739	1.16902834008097	38.334291981477	44	1868	ATP binding	1.26095309713007e-05	0.476210776571122
GO:0030554	0.186935139180305	1.16514106583072	40.2222763831343	46	1960	adenyl nucleotide binding	1.19741774260725e-05	0.476210776571122
GO:0015057	0.187302730009116	5.31349206349206	0.205215695832318	1	10	thrombin-activated receptor activity	0.01	0.476210776571122
GO:0004703	0.187302730009116	5.31349206349206	0.205215695832318	1	10	G protein-coupled receptor kinase activity	0.01	0.476210776571122
GO:0008568	0.187302730009116	5.31349206349206	0.205215695832318	1	10	microtubule-severing ATPase activity	0.01	0.476210776571122
GO:0038085	0.187302730009116	5.31349206349206	0.205215695832318	1	10	vascular endothelial growth factor binding	0.01	0.476210776571122
GO:0034040	0.187302730009116	5.31349206349206	0.205215695832318	1	10	ATPase-coupled lipid transmembrane transporter activity	0.01	0.476210776571122
GO:0010385	0.187302730009116	5.31349206349206	0.205215695832318	1	10	double-stranded methylated DNA binding	0.01	0.476210776571122
GO:0030346	0.187302730009116	5.31349206349206	0.205215695832318	1	10	protein phosphatase 2B binding	0.01	0.476210776571122
GO:0001224	0.187302730009116	5.31349206349206	0.205215695832318	1	10	RNA polymerase II transcription cofactor binding	0.01	0.476210776571122
GO:0099529	0.190068729222521	1.80878693271798	2.2573726541555	4	110	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	0.000330578512396694	0.481675581113239
GO:0032451	0.190490235203188	2.58749919370444	0.80034121374604	2	39	demethylase activity	0.00131492439184747	0.481675581113239
GO:0008137	0.197964658055604	2.51928149729933	0.820862783329271	2	40	NADH dehydrogenase (ubiquinone) activity	0.00125	0.492972660552667
GO:0050136	0.197964658055604	2.51928149729933	0.820862783329271	2	40	NADH dehydrogenase (quinone) activity	0.00125	0.492972660552667
GO:0070412	0.197964658055604	2.51928149729933	0.820862783329271	2	40	R-SMAD binding	0.00125	0.492972660552667
GO:0003954	0.197964658055604	2.51928149729933	0.820862783329271	2	40	NADH dehydrogenase activity	0.00125	0.492972660552667
GO:0008276	0.198431788868188	1.77511324273914	2.29841579332196	4	112	protein methyltransferase activity	0.000318877551020408	0.492972660552667
GO:0016651	0.198431788868188	1.77511324273914	2.29841579332196	4	112	oxidoreductase activity, acting on NAD(P)H	0.000318877551020408	0.492972660552667
GO:0043548	0.199576451634327	1.99581339712919	1.53911771874238	3	75	phosphatidylinositol 3-kinase binding	0.000533333333333333	0.492972660552667
GO:0005272	0.199576451634327	1.99581339712919	1.53911771874238	3	75	sodium channel activity	0.000533333333333333	0.492972660552667
GO:0008420	0.203988687125241	4.78190476190476	0.22573726541555	1	11	RNA polymerase II CTD heptapeptide repeat phosphatase activity	0.00826446280991736	0.492972660552667
GO:0043426	0.203988687125241	4.78190476190476	0.22573726541555	1	11	MRF binding	0.00826446280991736	0.492972660552667
GO:0016717	0.203988687125241	4.78190476190476	0.22573726541555	1	11	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	0.00826446280991736	0.492972660552667
GO:0098505	0.203988687125241	4.78190476190476	0.22573726541555	1	11	G-rich strand telomeric DNA binding	0.00826446280991736	0.492972660552667
GO:0022849	0.203988687125241	4.78190476190476	0.22573726541555	1	11	glutamate-gated calcium ion channel activity	0.00826446280991736	0.492972660552667
GO:0097109	0.203988687125241	4.78190476190476	0.22573726541555	1	11	neuroligin family protein binding	0.00826446280991736	0.492972660552667
GO:0051920	0.203988687125241	4.78190476190476	0.22573726541555	1	11	peroxiredoxin activity	0.00826446280991736	0.492972660552667
GO:0005021	0.203988687125241	4.78190476190476	0.22573726541555	1	11	vascular endothelial growth factor-activated receptor activity	0.00826446280991736	0.492972660552667
GO:0070697	0.203988687125241	4.78190476190476	0.22573726541555	1	11	activin receptor binding	0.00826446280991736	0.492972660552667
GO:0031210	0.205473854372717	2.45456214429961	0.841384352912503	2	41	phosphatidylcholine binding	0.00118976799524093	0.493988955590366
GO:0050997	0.205473854372717	2.45456214429961	0.841384352912503	2	41	quaternary ammonium group binding	0.00118976799524093	0.493988955590366
GO:0048018	0.209496309002323	1.31038044148477	10.0555690957836	13	490	receptor ligand activity	5.41441066222407e-05	0.501213662104138
GO:1990841	0.210176199452143	1.94167852062589	1.58016085790885	3	77	promoter-specific chromatin binding	0.000505987518974532	0.501213662104138
GO:0051219	0.211179463235687	1.72687795709378	2.35998050207166	4	115	phosphoprotein binding	0.000302457466918715	0.501213662104138
GO:0022824	0.211179463235687	1.72687795709378	2.35998050207166	4	115	transmitter-gated ion channel activity	0.000302457466918715	0.501213662104138
GO:0022835	0.211179463235687	1.72687795709378	2.35998050207166	4	115	transmitter-gated channel activity	0.000302457466918715	0.501213662104138
GO:0071813	0.213013263156696	2.39307875894988	0.861905922495735	2	42	lipoprotein particle binding	0.00113378684807256	0.502993150660086
GO:0071814	0.213013263156696	2.39307875894988	0.861905922495735	2	42	protein-lipid complex binding	0.00113378684807256	0.502993150660086
GO:0005246	0.215522122672192	1.91569377990431	1.60068242749208	3	78	calcium channel regulator activity	0.000493096646942801	0.507625710253285
GO:0016653	0.220332852298879	4.3469696969697	0.246258834998781	1	12	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	0.00694444444444444	0.515034979681008
GO:0005388	0.220332852298879	4.3469696969697	0.246258834998781	1	12	calcium transmembrane transporter activity, phosphorylative mechanism	0.00694444444444444	0.515034979681008
GO:0001849	0.220332852298879	4.3469696969697	0.246258834998781	1	12	complement component C1q complex binding	0.00694444444444444	0.515034979681008
GO:0016247	0.222536205442582	1.49864457831325	4.06327077747989	6	198	channel regulator activity	0.000153045607591062	0.518878388569638
GO:0030546	0.225668468327135	1.28824034768547	10.2197416524494	13	498	signaling receptor activator activity	5.2418509378881e-05	0.523450050722624
GO:0099094	0.225835769834892	1.49080466945502	4.08379234706312	6	199	ligand-gated cation channel activity	0.000151511325471579	0.523450050722624
GO:0042803	0.227776576322115	1.20165905449155	19.392883256154	23	945	protein homodimerization activity	2.57551580302903e-05	0.523450050722624
GO:0005520	0.228165327612334	2.27889532901466	0.902949061662198	2	44	insulin-like growth factor binding	0.00103305785123967	0.523450050722624
GO:0051539	0.235769699607075	2.22578675695177	0.92347063124543	2	45	4 iron, 4 sulfur cluster binding	0.000987654320987654	0.523450050722624
GO:0031624	0.235769699607075	2.22578675695177	0.92347063124543	2	45	ubiquitin conjugating enzyme binding	0.000987654320987654	0.523450050722624
GO:0004385	0.236342210401702	3.98452380952381	0.266780404582013	1	13	guanylate kinase activity	0.00591715976331361	0.523450050722624
GO:0008430	0.236342210401702	3.98452380952381	0.266780404582013	1	13	selenium binding	0.00591715976331361	0.523450050722624
GO:0004170	0.236342210401702	3.98452380952381	0.266780404582013	1	13	dUTP diphosphatase activity	0.00591715976331361	0.523450050722624
GO:0004897	0.236342210401702	3.98452380952381	0.266780404582013	1	13	ciliary neurotrophic factor receptor activity	0.00591715976331361	0.523450050722624
GO:0004861	0.236342210401702	3.98452380952381	0.266780404582013	1	13	cyclin-dependent protein serine/threonine kinase inhibitor activity	0.00591715976331361	0.523450050722624
GO:0015386	0.236342210401702	3.98452380952381	0.266780404582013	1	13	potassium:proton antiporter activity	0.00591715976331361	0.523450050722624
GO:0015165	0.236342210401702	3.98452380952381	0.266780404582013	1	13	pyrimidine nucleotide-sugar transmembrane transporter activity	0.00591715976331361	0.523450050722624
GO:0043995	0.236342210401702	3.98452380952381	0.266780404582013	1	13	histone acetyltransferase activity (H4-K5 specific)	0.00591715976331361	0.523450050722624
GO:0043996	0.236342210401702	3.98452380952381	0.266780404582013	1	13	histone acetyltransferase activity (H4-K8 specific)	0.00591715976331361	0.523450050722624
GO:0050700	0.236342210401702	3.98452380952381	0.266780404582013	1	13	CARD domain binding	0.00591715976331361	0.523450050722624
GO:1902282	0.236342210401702	3.98452380952381	0.266780404582013	1	13	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization	0.00591715976331361	0.523450050722624
GO:0005127	0.236342210401702	3.98452380952381	0.266780404582013	1	13	ciliary neurotrophic factor receptor binding	0.00591715976331361	0.523450050722624
GO:0004065	0.236342210401702	3.98452380952381	0.266780404582013	1	13	arylsulfatase activity	0.00591715976331361	0.523450050722624
