"","GOID","Term","Pvalue.RNA","Pvalue.ATAC","Ontology","lipid.related"
"700","GO:0002075","somitomeric trunk muscle development",NA,0.17218182717515,"BP",FALSE
"701","GO:0002076","osteoblast development",0.0267157179012628,0.316046506040126,"BP",FALSE
"702","GO:0002080","acrosomal membrane",0.130965560243827,0.580873695727188,"CC",FALSE
"703","GO:0002082","regulation of oxidative phosphorylation",0.131495778316793,0.601332163062099,"BP",FALSE
"704","GO:0002084","protein depalmitoylation",0.434466041396524,0.848940365953915,"BP",FALSE
"705","GO:0002085","inhibition of neuroepithelial cell differentiation",0.0210367896829004,0.418702273614473,"BP",FALSE
"706","GO:0002086","diaphragm contraction",0.569994106150772,NA,"BP",FALSE
"707","GO:0002087","regulation of respiratory gaseous exchange by nervous system process",0.000295466985762625,0.221421966229359,"BP",FALSE
"708","GO:0002088","lens development in camera-type eye",0.312713043261996,0.000593452843652438,"BP",FALSE
"709","GO:0002089","lens morphogenesis in camera-type eye",0.228355170047894,0.0106609714076041,"BP",FALSE
"710","GO:0002090","regulation of receptor internalization",0.252044551855367,0.0930487718050018,"BP",FALSE
"711","GO:0002091","negative regulation of receptor internalization",0.94126077391373,0.342217095491753,"BP",FALSE
"712","GO:0002092","positive regulation of receptor internalization",0.533716533098851,0.174406070870646,"BP",FALSE
"713","GO:0002093","auditory receptor cell morphogenesis",0.188948927844377,0.245761859363858,"BP",FALSE
"714","GO:0002095","caveolar macromolecular signaling complex",0.0323642434908183,0.530576857235745,"CC",FALSE
"715","GO:0002096","polkadots",0.566143281032689,NA,"CC",FALSE
"716","GO:0002097","tRNA wobble base modification",0.999726734822388,0.612430277364582,"BP",FALSE
"717","GO:0002098","tRNA wobble uridine modification",0.999765932979266,0.460145294238705,"BP",FALSE
"718","GO:0002101","tRNA wobble cytosine modification",0.811368508284108,NA,"BP",FALSE
"719","GO:0002102","podosome",0.136582659582011,0.381002402879581,"CC",FALSE
"720","GO:0002113","interleukin-33 binding",0.669706343579139,NA,"MF",FALSE
"721","GO:0002114","interleukin-33 receptor activity",0.705331566626681,NA,"MF",FALSE
"722","GO:0002115","store-operated calcium entry",0.0609972260334642,0.829879943527131,"BP",FALSE
"723","GO:0002116","semaphorin receptor complex",0.0200223525613198,0.002314629823656,"CC",FALSE
"724","GO:0002118","aggressive behavior",0.0865012013360978,0.722460693802039,"BP",FALSE
"725","GO:0002121","inter-male aggressive behavior",0.671078615971987,0.314724123356556,"BP",FALSE
"726","GO:0002125","maternal aggressive behavior",0.0682416221340642,0.779527458409776,"BP",FALSE
"727","GO:0002127","tRNA wobble base cytosine methylation",0.671078615971987,NA,"BP",FALSE
"728","GO:0002133","polycystin complex",0.809104879890629,NA,"CC",FALSE
"729","GO:0002134","UTP binding",0.669706343579139,NA,"MF",FALSE
"730","GO:0002135","CTP binding",0.180849320292961,NA,"MF",FALSE
"731","GO:0002138","retinoic acid biosynthetic process",0.675729023602972,0.0316910105503374,"BP",FALSE
"732","GO:0002139","stereocilia coupling link",0.174468995529954,0.53984302892917,"CC",FALSE
"733","GO:0002140","stereocilia tip link",0.066478994883474,NA,"CC",FALSE
"734","GO:0002141","stereocilia ankle link",0.588011322010403,0.210658796360003,"CC",FALSE
"735","GO:0002142","stereocilia ankle link complex",0.588011322010403,0.210658796360003,"CC",FALSE
"736","GO:0002143","tRNA wobble position uridine thiolation",0.937968763233081,NA,"BP",FALSE
"737","GO:0002151","G-quadruplex RNA binding",0.705331566626681,0.61180227581695,"MF",FALSE
"738","GO:0002154","thyroid hormone mediated signaling pathway",0.582841703213278,0.817503850971286,"BP",FALSE
"739","GO:0002155","regulation of thyroid hormone mediated signaling pathway",0.805662874799384,0.678232110384398,"BP",FALSE
"740","GO:0002158","osteoclast proliferation",0.9186949624747,NA,"BP",FALSE
"741","GO:0002159","desmosome assembly",0.217277930176491,0.145320958915751,"BP",FALSE
"742","GO:0002161","aminoacyl-tRNA editing activity",0.960242982091935,0.683272922006895,"MF",FALSE
"743","GO:0002162","dystroglycan binding",0.132950900630719,0.000852682876673382,"MF",FALSE
"744","GO:0002169","3-methylcrotonyl-CoA carboxylase complex, mitochondrial",0.387148852204838,NA,"CC",FALSE
"745","GO:0002174","mammary stem cell proliferation",0.671078615971987,0.314724123356556,"BP",FALSE
"746","GO:0002175","protein localization to paranode region of axon",0.13539693475589,0.588714411525042,"BP",FALSE
"747","GO:0002176","male germ cell proliferation",0.805662874799384,NA,"BP",FALSE
"748","GO:0002177","manchette",0.802482986513914,0.67839657819717,"CC",FALSE
"749","GO:0002178","palmitoyltransferase complex",0.1984736566848,0.443266751873573,"CC",FALSE
"750","GO:0002181","cytoplasmic translation",0.999996789838647,0.530975410567319,"BP",FALSE
"751","GO:0002182","cytoplasmic translational elongation",0.993294809772049,0.817503850971286,"BP",FALSE
"752","GO:0002183","cytoplasmic translational initiation",0.991280966644918,0.154131842337492,"BP",FALSE
"753","GO:0002184","cytoplasmic translational termination",0.811368508284108,NA,"BP",FALSE
"754","GO:0002189","ribose phosphate diphosphokinase complex",0.703569494421625,0.20707655472378,"CC",FALSE
"755","GO:0002190","cap-independent translational initiation",0.342570115343279,0.103650941879039,"BP",FALSE
"756","GO:0002191","cap-dependent translational initiation",0.569994106150772,0.0177708460228963,"BP",FALSE
"757","GO:0002192","IRES-dependent translational initiation of linear mRNA",0.390498831347745,0.0787166708118285,"BP",FALSE
"758","GO:0002193","MAML1-RBP-Jkappa- ICN1 complex",0.870826504740555,0.34591782782984,"CC",FALSE
"759","GO:0002194","hepatocyte cell migration",0.108940576033687,0.206937182321715,"BP",FALSE
"760","GO:0002199","zona pellucida receptor complex",0.963570673635643,NA,"CC",FALSE
"761","GO:0002200","somatic diversification of immune receptors",0.986743324511827,0.720251898173222,"BP",FALSE
"762","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response",0.998623596532817,0.733975253781449,"BP",FALSE
"763","GO:0002208","somatic diversification of immunoglobulins involved in immune response",0.998623596532817,0.733975253781449,"BP",FALSE
"764","GO:0002209","behavioral defense response",0.00728748188118416,0.185298337684506,"BP",FALSE
"765","GO:0002218","activation of innate immune response",0.929923812795515,0.971704840774377,"BP",FALSE
"766","GO:0002220","innate immune response activating cell surface receptor signaling pathway",0.86271448921629,0.966925553840134,"BP",FALSE
"767","GO:0002221","pattern recognition receptor signaling pathway",0.0963665624325838,0.985367568332779,"BP",FALSE
"768","GO:0002223","stimulatory C-type lectin receptor signaling pathway",0.885201303750573,0.964082806407008,"BP",FALSE
"769","GO:0002224","toll-like receptor signaling pathway",0.107985924867889,0.955286142522229,"BP",FALSE
"770","GO:0002227","innate immune response in mucosa",0.993203760127036,0.989304411072206,"BP",FALSE
"771","GO:0002228","natural killer cell mediated immunity",0.00500606378329254,0.959266344960782,"BP",FALSE
"772","GO:0002230","positive regulation of defense response to virus by host",0.588356444511284,0.67774266648897,"BP",FALSE
"773","GO:0002232","leukocyte chemotaxis involved in inflammatory response",0.467862300510067,NA,"BP",FALSE
"774","GO:0002237","response to molecule of bacterial origin",0.000720752464935236,0.0689447125371895,"BP",FALSE
"775","GO:0002238","response to molecule of fungal origin",0.390498831347745,NA,"BP",FALSE
"776","GO:0002244","hematopoietic progenitor cell differentiation",0.0379010879206801,0.308323026336142,"BP",FALSE
"777","GO:0002246","wound healing involved in inflammatory response",0.510448726532564,0.00980124783896549,"BP",FALSE
"778","GO:0002248","connective tissue replacement involved in inflammatory response wound healing",0.569994106150772,0.0177708460228963,"BP",FALSE
"779","GO:0002249","lymphocyte anergy",0.390498831347745,0.43272784962892,"BP",FALSE
"780","GO:0002250","adaptive immune response",0.07735430891293,0.985313002585354,"BP",FALSE
"781","GO:0002251","organ or tissue specific immune response",0.588459185496214,0.99924424159848,"BP",FALSE
"782","GO:0002252","immune effector process",2.48014975636466e-06,0.981939106622089,"BP",FALSE
"783","GO:0002253","activation of immune response",0.0270086013610792,0.822040945381618,"BP",FALSE
"784","GO:0002260","lymphocyte homeostasis",0.211806295726804,0.374591136754538,"BP",FALSE
"785","GO:0002262","myeloid cell homeostasis",0.00130304879511169,0.0496671211587564,"BP",FALSE
"786","GO:0002263","cell activation involved in immune response",8.68046876063759e-05,0.892132223466207,"BP",FALSE
"787","GO:0002265","astrocyte activation involved in immune response",0.324138047131053,0.0533248443079049,"BP",FALSE
"788","GO:0002266","follicular dendritic cell activation",0.181866924909449,0.314724123356556,"BP",FALSE
"789","GO:0002268","follicular dendritic cell differentiation",0.181866924909449,0.314724123356556,"BP",FALSE
"790","GO:0002269","leukocyte activation involved in inflammatory response",0.00337523823672984,0.311255410397762,"BP",FALSE
"791","GO:0002274","myeloid leukocyte activation",3.16774651429069e-08,0.971928760325545,"BP",FALSE
"792","GO:0002275","myeloid cell activation involved in immune response",2.36405918435914e-05,0.946037719025554,"BP",FALSE
"793","GO:0002278","eosinophil activation involved in immune response",0.342570115343279,NA,"BP",FALSE
"794","GO:0002279","mast cell activation involved in immune response",0.15841994678686,0.949118193623148,"BP",FALSE
"795","GO:0002280","monocyte activation involved in immune response",0.426472770440719,NA,"BP",FALSE
"796","GO:0002281","macrophage activation involved in immune response",0.280117240856238,0.491106595596665,"BP",FALSE
"797","GO:0002282","microglial cell activation involved in immune response",0.364098027311263,0.206937182321715,"BP",FALSE
"798","GO:0002283","neutrophil activation involved in immune response",5.35718165582161e-05,0.864935256669589,"BP",FALSE
"799","GO:0002285","lymphocyte activation involved in immune response",0.303657977321082,0.508230520201247,"BP",FALSE
"800","GO:0002286","T cell activation involved in immune response",0.0676672886218724,0.374817570388148,"BP",FALSE
"801","GO:0002287","alpha-beta T cell activation involved in immune response",0.0587882736117743,0.302263650342581,"BP",FALSE
"802","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell",0.19765976352583,0.789621618817382,"BP",FALSE
"803","GO:0002292","T cell differentiation involved in immune response",0.122614839698217,0.194663350955963,"BP",FALSE
"804","GO:0002293","alpha-beta T cell differentiation involved in immune response",0.0587882736117743,0.302263650342581,"BP",FALSE
"805","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response",0.060288467313631,0.261951161870255,"BP",FALSE
"806","GO:0002295","T-helper cell lineage commitment",0.362574718186647,0.537077724178175,"BP",FALSE
"807","GO:0002296","T-helper 1 cell lineage commitment",0.671078615971987,0.314724123356556,"BP",FALSE
"808","GO:0002302","CD8-positive, alpha-beta T cell differentiation involved in immune response",0.671078615971987,NA,"BP",FALSE
"809","GO:0002304","gamma-delta intraepithelial T cell differentiation",0.390498831347745,NA,"BP",FALSE
"810","GO:0002305","CD8-positive, gamma-delta intraepithelial T cell differentiation",0.390498831347745,NA,"BP",FALSE
"811","GO:0002312","B cell activation involved in immune response",0.861622854091417,0.670981538560998,"BP",FALSE
"812","GO:0002313","mature B cell differentiation involved in immune response",0.0418109272815949,0.784147885245178,"BP",FALSE
"813","GO:0002315","marginal zone B cell differentiation",0.0188174402144218,0.580570630937731,"BP",FALSE
"814","GO:0002317","plasma cell differentiation",0.0545372000055496,0.678232110384398,"BP",FALSE
"815","GO:0002318","myeloid progenitor cell differentiation",0.0828546794005902,0.342217095491753,"BP",FALSE
"816","GO:0002320","lymphoid progenitor cell differentiation",0.108394961187491,0.0178369329445936,"BP",FALSE
"817","GO:0002322","B cell proliferation involved in immune response",0.569994106150772,0.139662495600761,"BP",FALSE
"818","GO:0002323","natural killer cell activation involved in immune response",0.191788368229579,0.84201002060963,"BP",FALSE
"819","GO:0002326","B cell lineage commitment",0.805662874799384,0.067699683199692,"BP",FALSE
"820","GO:0002327","immature B cell differentiation",0.293346157622783,0.0147946558383079,"BP",FALSE
"821","GO:0002328","pro-B cell differentiation",0.50077957385294,0.115046205508595,"BP",FALSE
"822","GO:0002329","pre-B cell differentiation",0.510448726532564,0.276555931882727,"BP",FALSE
"823","GO:0002331","pre-B cell allelic exclusion",NA,0.43272784962892,"BP",FALSE
"824","GO:0002332","transitional stage B cell differentiation",NA,0.17218182717515,"BP",FALSE
"825","GO:0002333","transitional one stage B cell differentiation",NA,0.17218182717515,"BP",FALSE
"826","GO:0002335","mature B cell differentiation",0.0415613583135144,0.708541419582526,"BP",FALSE
"827","GO:0002337","B-1a B cell differentiation",0.569994106150772,0.530416300971639,"BP",FALSE
"828","GO:0002339","B cell selection",0.108940576033687,NA,"BP",FALSE
"829","GO:0002343","peripheral B cell selection",0.426472770440719,NA,"BP",FALSE
"830","GO:0002344","B cell affinity maturation",0.426472770440719,NA,"BP",FALSE
"831","GO:0002347","response to tumor cell",0.18238464119201,0.458438092684459,"BP",FALSE
"832","GO:0002349","histamine production involved in inflammatory response",0.467862300510067,0.779527458409776,"BP",FALSE
"833","GO:0002351","serotonin production involved in inflammatory response",0.181866924909449,0.314724123356556,"BP",FALSE
"834","GO:0002352","B cell negative selection",0.211003556544717,NA,"BP",FALSE
"835","GO:0002357","defense response to tumor cell",0.217747328089962,0.276555931882727,"BP",FALSE
"836","GO:0002358","B cell homeostatic proliferation",0.364098027311263,0.61128608063412,"BP",FALSE
"837","GO:0002360","T cell lineage commitment",0.0602503008442987,0.337176250409993,"BP",FALSE
"838","GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",0.211003556544717,0.530416300971639,"BP",FALSE
"839","GO:0002362","CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment",NA,0.17218182717515,"BP",FALSE
"840","GO:0002363","alpha-beta T cell lineage commitment",0.128502020090689,0.361999827772359,"BP",FALSE
"841","GO:0002364","NK T cell lineage commitment",NA,0.17218182717515,"BP",FALSE
"842","GO:0002366","leukocyte activation involved in immune response",5.48072964645643e-05,0.918529081766125,"BP",FALSE
"843","GO:0002367","cytokine production involved in immune response",0.17676883706498,0.501969374716598,"BP",FALSE
"844","GO:0002368","B cell cytokine production",0.671078615971987,0.314724123356556,"BP",FALSE
"845","GO:0002369","T cell cytokine production",0.176130880054757,0.354202789081987,"BP",FALSE
"846","GO:0002370","natural killer cell cytokine production",0.217747328089962,NA,"BP",FALSE
"847","GO:0002371","dendritic cell cytokine production",0.203449149403981,NA,"BP",FALSE
"848","GO:0002374","cytokine secretion involved in immune response",0.0895013287415755,0.398994001862622,"BP",FALSE
"849","GO:0002376","immune system process",6.25338806412854e-14,0.696243475178328,"BP",FALSE
"850","GO:0002377","immunoglobulin production",0.989387789157725,0.932508443830824,"BP",FALSE
"851","GO:0002380","immunoglobulin secretion involved in immune response",0.671078615971987,0.314724123356556,"BP",FALSE
"852","GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response",0.987660279709855,0.745231237468424,"BP",FALSE
"853","GO:0002384","hepatic immune response",0.390498831347745,NA,"BP",FALSE
"854","GO:0002385","mucosal immune response",0.684582233017187,0.998666289353345,"BP",FALSE
"855","GO:0002386","immune response in mucosal-associated lymphoid tissue",0.00601055229702919,NA,"BP",FALSE
"856","GO:0002396","MHC protein complex assembly",0.937968763233081,NA,"BP",FALSE
"857","GO:0002397","MHC class I protein complex assembly",0.937968763233081,NA,"BP",FALSE
"858","GO:0002407","dendritic cell chemotaxis",0.539550983414484,0.996563605758372,"BP",FALSE
"859","GO:0002408","myeloid dendritic cell chemotaxis",0.811368508284108,NA,"BP",FALSE
"860","GO:0002414","immunoglobulin transcytosis in epithelial cells",0.00601055229702919,NA,"BP",FALSE
"861","GO:0002415","immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor",0.00601055229702919,NA,"BP",FALSE
"862","GO:0002418","immune response to tumor cell",0.394126049233781,0.910212532791828,"BP",FALSE
"863","GO:0002419","T cell mediated cytotoxicity directed against tumor cell target",0.0682416221340642,0.779527458409776,"BP",FALSE
"864","GO:0002420","natural killer cell mediated cytotoxicity directed against tumor cell target",0.716762583359016,0.914334538056685,"BP",FALSE
"865","GO:0002423","natural killer cell mediated immune response to tumor cell",0.716762583359016,0.914334538056685,"BP",FALSE
"866","GO:0002424","T cell mediated immune response to tumor cell",0.20895609225331,0.638013874731699,"BP",FALSE
"867","GO:0002426","immunoglobulin production in mucosal tissue",0.426472770440719,NA,"BP",FALSE
"868","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib",0.0545372000055496,NA,"BP",FALSE
"869","GO:0002429","immune response-activating cell surface receptor signaling pathway",0.0712905369212988,0.753681584793413,"BP",FALSE
"870","GO:0002430","complement receptor mediated signaling pathway",0.324138047131053,0.475716317917689,"BP",FALSE
"871","GO:0002431","Fc receptor mediated stimulatory signaling pathway",0.00848077296624624,0.430905411110422,"BP",FALSE
"872","GO:0002432","granuloma formation",0.124130237649974,NA,"BP",FALSE
"873","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",0.0116237759664075,0.409712503881075,"BP",FALSE
"874","GO:0002434","immune complex clearance",0.426472770440719,NA,"BP",FALSE
"875","GO:0002437","inflammatory response to antigenic stimulus",0.0561863039273024,0.723950478856904,"BP",FALSE
"876","GO:0002438","acute inflammatory response to antigenic stimulus",0.0749409437101787,0.958448901648091,"BP",FALSE
"877","GO:0002439","chronic inflammatory response to antigenic stimulus",0.364098027311263,0.61128608063412,"BP",FALSE
"878","GO:0002440","production of molecular mediator of immune response",0.873297285562666,0.832766719356738,"BP",FALSE
"879","GO:0002441","histamine secretion involved in inflammatory response",0.467862300510067,0.779527458409776,"BP",FALSE
"880","GO:0002442","serotonin secretion involved in inflammatory response",0.181866924909449,0.314724123356556,"BP",FALSE
"881","GO:0002443","leukocyte mediated immunity",1.4327820296623e-05,0.985934333271427,"BP",FALSE
"882","GO:0002444","myeloid leukocyte mediated immunity",6.11457286033196e-05,0.935054280839515,"BP",FALSE
"883","GO:0002445","type II hypersensitivity",0.211003556544717,NA,"BP",FALSE
"884","GO:0002446","neutrophil mediated immunity",9.20098137276426e-05,0.875170502128286,"BP",FALSE
"885","GO:0002447","eosinophil mediated immunity",0.342570115343279,NA,"BP",FALSE
"886","GO:0002448","mast cell mediated immunity",0.126682365515876,0.902043307400142,"BP",FALSE
"887","GO:0002449","lymphocyte mediated immunity",0.021861139126726,0.961665744122071,"BP",FALSE
"888","GO:0002451","peripheral B cell tolerance induction",0.426472770440719,NA,"BP",FALSE
"889","GO:0002455","humoral immune response mediated by circulating immunoglobulin",0.0439685913067597,0.95639522597025,"BP",FALSE
"890","GO:0002456","T cell mediated immunity",0.00883893522777131,0.917270590733734,"BP",FALSE
"891","GO:0002457","T cell antigen processing and presentation",0.891826642328553,NA,"BP",FALSE
"892","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.0771909198660307,0.855587433912007,"BP",FALSE
"893","GO:0002461","tolerance induction dependent upon immune response",0.569994106150772,0.530416300971639,"BP",FALSE
"894","GO:0002465","peripheral tolerance induction",0.671078615971987,NA,"BP",FALSE
"895","GO:0002467","germinal center formation",0.131043808380001,0.500508149807653,"BP",FALSE
"896","GO:0002468","dendritic cell antigen processing and presentation",0.280117240856238,0.941311238291406,"BP",FALSE
"897","GO:0002472","macrophage antigen processing and presentation",0.390498831347745,NA,"BP",FALSE
"898","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I",0.485080227625786,0.927245453511945,"BP",FALSE
"899","GO:0002475","antigen processing and presentation via MHC class Ib",0.0682416221340642,NA,"BP",FALSE
"900","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib",0.0330667767388301,NA,"BP",FALSE
"901","GO:0002477","antigen processing and presentation of exogenous peptide antigen via MHC class Ib",0.390498831347745,NA,"BP",FALSE
"902","GO:0002478","antigen processing and presentation of exogenous peptide antigen",0.197459855443004,0.970164590625326,"BP",FALSE
"903","GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",0.550009073231128,0.99567145359248,"BP",FALSE
"904","GO:0002480","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent",0.217747328089962,0.678232110384398,"BP",FALSE
"905","GO:0002481","antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent",0.671078615971987,NA,"BP",FALSE
"906","GO:0002483","antigen processing and presentation of endogenous peptide antigen",0.406855496941124,0.896503787457266,"BP",FALSE
"907","GO:0002488","antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway",0.181866924909449,NA,"BP",FALSE
"908","GO:0002489","antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent",0.181866924909449,NA,"BP",FALSE
"909","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II",0.148861180715933,0.771907192298992,"BP",FALSE
"910","GO:0002501","peptide antigen assembly with MHC protein complex",0.891826642328553,NA,"BP",FALSE
"911","GO:0002502","peptide antigen assembly with MHC class I protein complex",0.891826642328553,NA,"BP",FALSE
"912","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0.107988122955448,0.794882635989882,"BP",FALSE
"913","GO:0002507","tolerance induction",0.256767314096625,0.659376836745075,"BP",FALSE
"914","GO:0002508","central tolerance induction",0.671078615971987,0.314724123356556,"BP",FALSE
"915","GO:0002510","central B cell tolerance induction",0.671078615971987,0.314724123356556,"BP",FALSE
"916","GO:0002513","tolerance induction to self antigen",0.364098027311263,NA,"BP",FALSE
"917","GO:0002514","B cell tolerance induction",0.217747328089962,0.678232110384398,"BP",FALSE
"918","GO:0002517","T cell tolerance induction",0.124130237649974,0.733651140801098,"BP",FALSE
"919","GO:0002519","natural killer cell tolerance induction",0.671078615971987,0.314724123356556,"BP",FALSE
"920","GO:0002520","immune system development",5.99594728460863e-06,0.0166602128872799,"BP",FALSE
"921","GO:0002521","leukocyte differentiation",1.59678869299944e-07,0.0495198982435618,"BP",FALSE
"922","GO:0002522","leukocyte migration involved in immune response",0.510448726532564,NA,"BP",FALSE
"923","GO:0002523","leukocyte migration involved in inflammatory response",0.0244373565036137,NA,"BP",FALSE
"924","GO:0002524","hypersensitivity",0.0115860536014189,0.978786687412245,"BP",FALSE
"925","GO:0002525","acute inflammatory response to non-antigenic stimulus",0.707258158710444,NA,"BP",FALSE
"926","GO:0002526","acute inflammatory response",0.0226090926858463,0.885461573298122,"BP",FALSE
"927","GO:0002528","regulation of vascular permeability involved in acute inflammatory response",NA,0.17218182717515,"BP",FALSE
"928","GO:0002532","production of molecular mediator involved in inflammatory response",0.430732638361302,0.290207780879309,"BP",FALSE
"929","GO:0002534","cytokine production involved in inflammatory response",0.958732468788786,0.354014313063481,"BP",FALSE
"930","GO:0002536","respiratory burst involved in inflammatory response",0.20895609225331,0.137144060881886,"BP",FALSE
"931","GO:0002537","nitric oxide production involved in inflammatory response",0.077550971690302,NA,"BP",FALSE
"932","GO:0002538","arachidonic acid metabolite production involved in inflammatory response",0.569994106150772,0.530416300971639,"BP",FALSE
"933","GO:0002540","leukotriene production involved in inflammatory response",0.569994106150772,0.530416300971639,"BP",FALSE
"934","GO:0002541","activation of plasma proteins involved in acute inflammatory response",0.671078615971987,NA,"BP",FALSE
"935","GO:0002543","activation of blood coagulation via clotting cascade",0.390498831347745,NA,"BP",FALSE
"936","GO:0002544","chronic inflammatory response",0.0902376275159914,0.882269714566947,"BP",FALSE
"937","GO:0002545","chronic inflammatory response to non-antigenic stimulus",0.426472770440719,0.17218182717515,"BP",FALSE
"938","GO:0002548","monocyte chemotaxis",0.060288467313631,0.859467255411329,"BP",FALSE
"939","GO:0002551","mast cell chemotaxis",0.401444640739121,0.898627241364946,"BP",FALSE
"940","GO:0002553","histamine secretion by mast cell",0.467862300510067,0.779527458409776,"BP",FALSE
"941","GO:0002554","serotonin secretion by platelet",0.181866924909449,0.314724123356556,"BP",FALSE
"942","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus",0.986422911326513,0.636697830376725,"BP",FALSE
"943","GO:0002566","somatic diversification of immune receptors via somatic mutation",0.971092394547696,0.959794429322279,"BP",FALSE
"944","GO:0002568","somatic diversification of T cell receptor genes",0.307905794597217,0.588714411525042,"BP",FALSE
"945","GO:0002572","pro-T cell differentiation",0.811368508284108,0.43272784962892,"BP",FALSE
"946","GO:0002573","myeloid leukocyte differentiation",0.000113590982386121,0.0864610570050242,"BP",FALSE
"947","GO:0002574","thrombocyte differentiation",0.267981897056263,0.580570630937731,"BP",FALSE
"948","GO:0002576","platelet degranulation",0.00369637495578439,0.114602705544234,"BP",FALSE
"949","GO:0002577","regulation of antigen processing and presentation",0.638892384023912,0.817495083868002,"BP",FALSE
"950","GO:0002578","negative regulation of antigen processing and presentation",0.342570115343279,NA,"BP",FALSE
"951","GO:0002579","positive regulation of antigen processing and presentation",0.873384950749326,0.733651140801098,"BP",FALSE
"952","GO:0002580","regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0.390498831347745,NA,"BP",FALSE
"953","GO:0002581","negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0.181866924909449,NA,"BP",FALSE
"954","GO:0002604","regulation of dendritic cell antigen processing and presentation",0.307905794597217,0.874962961396802,"BP",FALSE
"955","GO:0002605","negative regulation of dendritic cell antigen processing and presentation",0.108940576033687,NA,"BP",FALSE
"956","GO:0002606","positive regulation of dendritic cell antigen processing and presentation",0.805662874799384,0.678232110384398,"BP",FALSE
"957","GO:0002616","regulation of macrophage antigen processing and presentation",0.390498831347745,NA,"BP",FALSE
"958","GO:0002617","negative regulation of macrophage antigen processing and presentation",0.390498831347745,NA,"BP",FALSE
"959","GO:0002631","regulation of granuloma formation",0.211003556544717,NA,"BP",FALSE
"960","GO:0002634","regulation of germinal center formation",0.293346157622783,0.682534780264239,"BP",FALSE
"961","GO:0002635","negative regulation of germinal center formation",0.390498831347745,0.43272784962892,"BP",FALSE
"962","GO:0002637","regulation of immunoglobulin production",0.977239769147659,0.881949676599482,"BP",FALSE
"963","GO:0002638","negative regulation of immunoglobulin production",0.881421109378464,0.789621618817382,"BP",FALSE
"964","GO:0002639","positive regulation of immunoglobulin production",0.971686198657257,0.807369821986684,"BP",FALSE
"965","GO:0002643","regulation of tolerance induction",0.203449149403981,0.44297929903744,"BP",FALSE
"966","GO:0002645","positive regulation of tolerance induction",0.217277930176491,0.779527458409776,"BP",FALSE
"967","GO:0002646","regulation of central tolerance induction",0.671078615971987,0.314724123356556,"BP",FALSE
"968","GO:0002648","positive regulation of central tolerance induction",0.671078615971987,0.314724123356556,"BP",FALSE
"969","GO:0002649","regulation of tolerance induction to self antigen",0.390498831347745,NA,"BP",FALSE
"970","GO:0002651","positive regulation of tolerance induction to self antigen",0.390498831347745,NA,"BP",FALSE
"971","GO:0002652","regulation of tolerance induction dependent upon immune response",0.811368508284108,0.43272784962892,"BP",FALSE
"972","GO:0002661","regulation of B cell tolerance induction",0.364098027311263,0.61128608063412,"BP",FALSE
"973","GO:0002663","positive regulation of B cell tolerance induction",0.364098027311263,0.61128608063412,"BP",FALSE
"974","GO:0002664","regulation of T cell tolerance induction",0.124130237649974,0.733651140801098,"BP",FALSE
"975","GO:0002666","positive regulation of T cell tolerance induction",0.108940576033687,NA,"BP",FALSE
"976","GO:0002667","regulation of T cell anergy",0.390498831347745,0.43272784962892,"BP",FALSE
"977","GO:0002669","positive regulation of T cell anergy",0.426472770440719,NA,"BP",FALSE
"978","GO:0002673","regulation of acute inflammatory response",0.0178461993946694,0.78063130502752,"BP",FALSE
"979","GO:0002674","negative regulation of acute inflammatory response",0.634988211435104,0.00157292581880607,"BP",FALSE
"980","GO:0002675","positive regulation of acute inflammatory response",0.0682165871294247,0.999368525535955,"BP",FALSE
"981","GO:0002676","regulation of chronic inflammatory response",0.20895609225331,0.638013874731699,"BP",FALSE
"982","GO:0002677","negative regulation of chronic inflammatory response",0.891826642328553,NA,"BP",FALSE
"983","GO:0002678","positive regulation of chronic inflammatory response",0.364098027311263,0.206937182321715,"BP",FALSE
