"","GOID","Ontology.ATAC","Pvalue.ATAC","Term.ATAC","lipid.related"
"1655","GO:0010647","BP",0.00452567405659489,"positive regulation of cell communication",FALSE
"1656","GO:0010648","BP",1.08610079698908e-06,"negative regulation of cell communication",FALSE
"1657","GO:0010649","BP",0.103359129852179,"regulation of cell communication by electrical coupling",FALSE
"1658","GO:0010656","BP",0.68947080740103,"negative regulation of muscle cell apoptotic process",FALSE
"1659","GO:0010657","BP",0.626356521946678,"muscle cell apoptotic process",FALSE
"1660","GO:0010658","BP",0.719791811627494,"striated muscle cell apoptotic process",FALSE
"1661","GO:0010659","BP",0.68947080740103,"cardiac muscle cell apoptotic process",FALSE
"1662","GO:0010660","BP",0.588390261940661,"regulation of muscle cell apoptotic process",FALSE
"1663","GO:0010662","BP",0.67644512463335,"regulation of striated muscle cell apoptotic process",FALSE
"1664","GO:0010664","BP",0.541264185123578,"negative regulation of striated muscle cell apoptotic process",FALSE
"1665","GO:0010665","BP",0.641446546342657,"regulation of cardiac muscle cell apoptotic process",FALSE
"1666","GO:0010667","BP",0.470391769574612,"negative regulation of cardiac muscle cell apoptotic process",FALSE
"1667","GO:0010668","BP",0.233889917356196,"ectodermal cell differentiation",FALSE
"1668","GO:0010669","BP",0.641446546342657,"epithelial structure maintenance",FALSE
"1669","GO:0010675","BP",0.0143418832676479,"regulation of cellular carbohydrate metabolic process",FALSE
"1670","GO:0010676","BP",0.0280470923881277,"positive regulation of cellular carbohydrate metabolic process",FALSE
"1671","GO:0010677","BP",0.0267678352334923,"negative regulation of cellular carbohydrate metabolic process",FALSE
"1672","GO:0010712","BP",0.731076319744634,"regulation of collagen metabolic process",FALSE
"1673","GO:0010714","BP",0.541264185123578,"positive regulation of collagen metabolic process",FALSE
"1674","GO:0010715","BP",0.0726024352149673,"regulation of extracellular matrix disassembly",FALSE
"1675","GO:0010717","BP",0.00751723989914129,"regulation of epithelial to mesenchymal transition",FALSE
"1676","GO:0010718","BP",0.00389197358221576,"positive regulation of epithelial to mesenchymal transition",FALSE
"1677","GO:0010719","BP",0.610748194590857,"negative regulation of epithelial to mesenchymal transition",FALSE
"1678","GO:0010720","BP",0.00264990814485653,"positive regulation of cell development",FALSE
"1679","GO:0010721","BP",5.72394333058031e-08,"negative regulation of cell development",FALSE
"1680","GO:0010726","BP",0.115688502199175,"positive regulation of hydrogen peroxide metabolic process",FALSE
"1681","GO:0010737","BP",0.201851297073576,"protein kinase A signaling",FALSE
"1682","GO:0010738","BP",0.388600684627888,"regulation of protein kinase A signaling",FALSE
"1683","GO:0010739","BP",0.279592110240009,"positive regulation of protein kinase A signaling",FALSE
"1684","GO:0010742","BP",0.586016064073789,"macrophage derived foam cell differentiation",FALSE
"1685","GO:0010743","BP",0.522040402193315,"regulation of macrophage derived foam cell differentiation",FALSE
"1686","GO:0010745","BP",0.362997701283182,"negative regulation of macrophage derived foam cell differentiation",FALSE
"1687","GO:0010749","BP",0.336325290280537,"regulation of nitric oxide mediated signal transduction",FALSE
"1688","GO:0010750","BP",0.16842408576826,"positive regulation of nitric oxide mediated signal transduction",FALSE
"1689","GO:0010755","BP",0.279592110240009,"regulation of plasminogen activation",FALSE
"1690","GO:0010756","BP",0.133627630104689,"positive regulation of plasminogen activation",FALSE
"1691","GO:0010758","BP",0.459412380664545,"regulation of macrophage chemotaxis",FALSE
"1692","GO:0010759","BP",0.294213526744222,"positive regulation of macrophage chemotaxis",FALSE
"1693","GO:0010761","BP",0.757343587134527,"fibroblast migration",FALSE
"1694","GO:0010765","BP",0.113323544545012,"positive regulation of sodium ion transport",FALSE
"1695","GO:0010769","BP",0.00272909489186353,"regulation of cell morphogenesis involved in differentiation",FALSE
"1696","GO:0010770","BP",0.676896933614064,"positive regulation of cell morphogenesis involved in differentiation",FALSE
"1697","GO:0010771","BP",0.000962606416998797,"negative regulation of cell morphogenesis involved in differentiation",FALSE
"1698","GO:0010799","BP",0.00158182061158772,"regulation of peptidyl-threonine phosphorylation",FALSE
"1699","GO:0010800","BP",0.0335654857415769,"positive regulation of peptidyl-threonine phosphorylation",FALSE
"1700","GO:0010801","BP",0.00340050088600017,"negative regulation of peptidyl-threonine phosphorylation",FALSE
"1701","GO:0010810","BP",0.151152608860512,"regulation of cell-substrate adhesion",FALSE
"1702","GO:0010811","BP",0.734181861771948,"positive regulation of cell-substrate adhesion",FALSE
"1703","GO:0010812","BP",0.0475011238671934,"negative regulation of cell-substrate adhesion",FALSE
"1704","GO:0010817","BP",0.238124987233364,"regulation of hormone levels",FALSE
"1705","GO:0010818","BP",0.425093090908106,"T cell chemotaxis",FALSE
"1706","GO:0010819","BP",0.264668543404844,"regulation of T cell chemotaxis",FALSE
"1707","GO:0010820","BP",0.218022014659356,"positive regulation of T cell chemotaxis",FALSE
"1708","GO:0010821","BP",0.743692438094496,"regulation of mitochondrion organization",FALSE
"1709","GO:0010822","BP",0.846056946032171,"positive regulation of mitochondrion organization",FALSE
"1710","GO:0010827","BP",0.35872724406201,"regulation of glucose transmembrane transport",FALSE
"1711","GO:0010828","BP",0.131189634929374,"positive regulation of glucose transmembrane transport",FALSE
"1712","GO:0010830","BP",0.221216983859278,"regulation of myotube differentiation",FALSE
"1713","GO:0010832","BP",0.103359129852179,"negative regulation of myotube differentiation",FALSE
"1714","GO:0010833","BP",0.303189558854028,"telomere maintenance via telomere lengthening",FALSE
"1715","GO:0010837","BP",0.0184358600401925,"regulation of keratinocyte proliferation",FALSE
"1716","GO:0010838","BP",0.279592110240009,"positive regulation of keratinocyte proliferation",FALSE
"1717","GO:0010839","BP",0.0668727666532856,"negative regulation of keratinocyte proliferation",FALSE
"1718","GO:0010842","BP",0.835839748942967,"retina layer formation",FALSE
"1719","GO:0010856","MF",0.135122059628972,"adenylate cyclase activator activity",FALSE
"1720","GO:0010862","BP",0.0316538772903862,"positive regulation of pathway-restricted SMAD protein phosphorylation",FALSE
"1721","GO:0010863","BP",0.725491903774988,"positive regulation of phospholipase C activity",TRUE
"1722","GO:0010872","BP",0.00158952562112396,"regulation of cholesterol esterification",FALSE
"1723","GO:0010873","BP",0.16842408576826,"positive regulation of cholesterol esterification",FALSE
"1724","GO:0010874","BP",0.0335654857415769,"regulation of cholesterol efflux",FALSE
"1725","GO:0010875","BP",0.0906672788307504,"positive regulation of cholesterol efflux",FALSE
"1726","GO:0010876","BP",0.90616022310252,"lipid localization",TRUE
"1727","GO:0010877","BP",0.0401496307603072,"lipid transport involved in lipid storage",TRUE
"1728","GO:0010878","BP",0.425093090908106,"cholesterol storage",FALSE
"1729","GO:0010880","BP",0.336928761771196,"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",FALSE
"1730","GO:0010881","BP",0.568663219762511,"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion",FALSE
"1731","GO:0010882","BP",0.104766429990004,"regulation of cardiac muscle contraction by calcium ion signaling",FALSE
"1732","GO:0010883","BP",0.416627390987801,"regulation of lipid storage",TRUE
"1733","GO:0010885","BP",0.413177018276405,"regulation of cholesterol storage",FALSE
"1734","GO:0010887","BP",0.264668543404844,"negative regulation of cholesterol storage",FALSE
"1735","GO:0010888","BP",0.522040402193315,"negative regulation of lipid storage",TRUE
"1736","GO:0010893","BP",0.0613034275506201,"positive regulation of steroid biosynthetic process",FALSE
"1737","GO:0010894","BP",0.0413981917183867,"negative regulation of steroid biosynthetic process",FALSE
"1738","GO:0010906","BP",0.0772454866659227,"regulation of glucose metabolic process",FALSE
"1739","GO:0010907","BP",0.0210033082514404,"positive regulation of glucose metabolic process",FALSE
"1740","GO:0010919","BP",0.388600684627888,"regulation of inositol phosphate biosynthetic process",FALSE
"1741","GO:0010921","BP",0.00215880803381447,"regulation of phosphatase activity",FALSE
"1742","GO:0010922","BP",0.0562918278456143,"positive regulation of phosphatase activity",FALSE
"1743","GO:0010923","BP",0.0203192420825069,"negative regulation of phosphatase activity",FALSE
"1744","GO:0010927","BP",0.793237828569785,"cellular component assembly involved in morphogenesis",FALSE
"1745","GO:0010934","BP",0.308538895755848,"macrophage cytokine production",FALSE
"1746","GO:0010935","BP",0.279592110240009,"regulation of macrophage cytokine production",FALSE
"1747","GO:0010941","BP",0.000558884706901088,"regulation of cell death",FALSE
"1748","GO:0010942","BP",0.00318649398271978,"positive regulation of cell death",FALSE
"1749","GO:0010944","BP",0.0456494461726092,"negative regulation of transcription by competitive promoter binding",FALSE
"1750","GO:0010948","BP",0.724238412121942,"negative regulation of cell cycle process",FALSE
"1751","GO:0010950","BP",0.37840717352831,"positive regulation of endopeptidase activity",FALSE
"1752","GO:0010951","BP",0.428964984646787,"negative regulation of endopeptidase activity",FALSE
"1753","GO:0010952","BP",0.384189295445548,"positive regulation of peptidase activity",FALSE
"1754","GO:0010954","BP",0.541264185123578,"positive regulation of protein processing",FALSE
"1755","GO:0010957","BP",0.133627630104689,"negative regulation of vitamin D biosynthetic process",FALSE
"1756","GO:0010959","BP",0.762036064415571,"regulation of metal ion transport",FALSE
"1757","GO:0010962","BP",0.00934026874176589,"regulation of glucan biosynthetic process",FALSE
"1758","GO:0010965","BP",0.762281503020711,"regulation of mitotic sister chromatid separation",FALSE
"1759","GO:0010970","BP",0.869736754100228,"transport along microtubule",FALSE
"1760","GO:0010972","BP",0.927984642587589,"negative regulation of G2/M transition of mitotic cell cycle",FALSE
"1761","GO:0010975","BP",0.0208371784399242,"regulation of neuron projection development",FALSE
"1762","GO:0010976","BP",0.109388429878449,"positive regulation of neuron projection development",FALSE
"1763","GO:0010977","BP",0.00538796576974267,"negative regulation of neuron projection development",FALSE
"1764","GO:0010996","BP",0.67644512463335,"response to auditory stimulus",FALSE
"1765","GO:0012501","BP",0.000954904567969712,"programmed cell death",FALSE
"1766","GO:0012505","CC",0.914930821698868,"endomembrane system",FALSE
"1767","GO:0012506","CC",0.794087723947477,"vesicle membrane",FALSE
"1768","GO:0014002","BP",0.66972930936983,"astrocyte development",FALSE
"1769","GO:0014003","BP",0.00267677396333138,"oligodendrocyte development",FALSE
"1770","GO:0014009","BP",0.000749834991404979,"glial cell proliferation",FALSE
"1771","GO:0014013","BP",0.00101944165110656,"regulation of gliogenesis",FALSE
"1772","GO:0014014","BP",0.000113590070034917,"negative regulation of gliogenesis",FALSE
"1773","GO:0014015","BP",0.00749518231297837,"positive regulation of gliogenesis",FALSE
"1774","GO:0014016","BP",0.016577533733663,"neuroblast differentiation",FALSE
"1775","GO:0014017","BP",0.078691042477851,"neuroblast fate commitment",FALSE
"1776","GO:0014020","BP",0.186058664519457,"primary neural tube formation",FALSE
"1777","GO:0014029","BP",0.491687665091786,"neural crest formation",FALSE
"1778","GO:0014031","BP",3.93089885123191e-05,"mesenchymal cell development",FALSE
"1779","GO:0014032","BP",0.000109600546912048,"neural crest cell development",FALSE
"1780","GO:0014033","BP",9.2587834058666e-05,"neural crest cell differentiation",FALSE
"1781","GO:0014037","BP",0.409567614695993,"Schwann cell differentiation",FALSE
"1782","GO:0014044","BP",0.695786133242576,"Schwann cell development",FALSE
"1783","GO:0014046","BP",0.336928761771196,"dopamine secretion",FALSE
"1784","GO:0014047","BP",0.391799887934163,"glutamate secretion",FALSE
"1785","GO:0014048","BP",0.610748194590857,"regulation of glutamate secretion",FALSE
"1786","GO:0014059","BP",0.336928761771196,"regulation of dopamine secretion",FALSE
"1787","GO:0014065","BP",0.106676392992806,"phosphatidylinositol 3-kinase signaling",FALSE
"1788","GO:0014066","BP",0.0493509958467797,"regulation of phosphatidylinositol 3-kinase signaling",FALSE
"1789","GO:0014067","BP",0.201851297073576,"negative regulation of phosphatidylinositol 3-kinase signaling",FALSE
"1790","GO:0014068","BP",0.0493491212337414,"positive regulation of phosphatidylinositol 3-kinase signaling",FALSE
"1791","GO:0014069","CC",0.225535985857198,"postsynaptic density",FALSE
"1792","GO:0014070","BP",0.173208253382052,"response to organic cyclic compound",FALSE
"1793","GO:0014072","BP",0.66972930936983,"response to isoquinoline alkaloid",FALSE
"1794","GO:0014074","BP",0.770803460086988,"response to purine-containing compound",FALSE
"1795","GO:0014075","BP",0.0739777941038443,"response to amine",FALSE
"1796","GO:0014704","CC",0.121871021699942,"intercalated disc",FALSE
"1797","GO:0014706","BP",4.14236409432282e-06,"striated muscle tissue development",FALSE
"1798","GO:0014719","BP",0.218022014659356,"skeletal muscle satellite cell activation",FALSE
"1799","GO:0014721","BP",0.218022014659356,"twitch skeletal muscle contraction",FALSE
"1800","GO:0014741","BP",0.0595369491916937,"negative regulation of muscle hypertrophy",FALSE
"1801","GO:0014742","BP",0.100587933842334,"positive regulation of muscle hypertrophy",FALSE
"1802","GO:0014743","BP",0.0154831714825912,"regulation of muscle hypertrophy",FALSE
"1803","GO:0014807","BP",0.322574197144041,"regulation of somitogenesis",FALSE
"1804","GO:0014808","BP",0.351715136181665,"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",FALSE
"1805","GO:0014812","BP",0.0589446402520188,"muscle cell migration",FALSE
"1806","GO:0014813","BP",0.0202799624078746,"skeletal muscle satellite cell commitment",FALSE
"1807","GO:0014816","BP",0.0456494461726092,"skeletal muscle satellite cell differentiation",FALSE
"1808","GO:0014821","BP",0.491687665091786,"phasic smooth muscle contraction",FALSE
"1809","GO:0014823","BP",0.0801788022552357,"response to activity",FALSE
"1810","GO:0014831","BP",0.279592110240009,"gastro-intestinal system smooth muscle contraction",FALSE
"1811","GO:0014846","BP",0.0596172860355123,"esophagus smooth muscle contraction",FALSE
"1812","GO:0014850","BP",0.194447062766355,"response to muscle activity",FALSE
"1813","GO:0014854","BP",0.336325290280537,"response to inactivity",FALSE
"1814","GO:0014855","BP",0.000251293088432835,"striated muscle cell proliferation",FALSE
"1815","GO:0014866","BP",0.618660208879576,"skeletal myofibril assembly",FALSE
"1816","GO:0014870","BP",0.264668543404844,"response to muscle inactivity",FALSE
"1817","GO:0014874","BP",0.294213526744222,"response to stimulus involved in regulation of muscle adaptation",FALSE
"1818","GO:0014877","BP",0.233889917356196,"response to muscle inactivity involved in regulation of muscle adaptation",FALSE
"1819","GO:0014887","BP",0.201851297073576,"cardiac muscle adaptation",FALSE
"1820","GO:0014888","BP",0.484702338491432,"striated muscle adaptation",FALSE
"1821","GO:0014894","BP",0.233889917356196,"response to denervation involved in regulation of muscle adaptation",FALSE
"1822","GO:0014896","BP",0.0125024840911732,"muscle hypertrophy",FALSE
"1823","GO:0014897","BP",0.010360998078195,"striated muscle hypertrophy",FALSE
"1824","GO:0014898","BP",0.201851297073576,"cardiac muscle hypertrophy in response to stress",FALSE
"1825","GO:0014901","BP",0.0973788509468602,"satellite cell activation involved in skeletal muscle regeneration",FALSE
"1826","GO:0014902","BP",0.648054618169726,"myotube differentiation",FALSE
"1827","GO:0014904","BP",0.516849861057533,"myotube cell development",FALSE
"1828","GO:0014908","BP",0.249436597908758,"myotube differentiation involved in skeletal muscle regeneration",FALSE
"1829","GO:0014909","BP",0.0667949177227548,"smooth muscle cell migration",FALSE
"1830","GO:0014910","BP",0.0475011238671934,"regulation of smooth muscle cell migration",FALSE
"1831","GO:0014911","BP",0.104766429990004,"positive regulation of smooth muscle cell migration",FALSE
"1832","GO:0014912","BP",0.0311436126175739,"negative regulation of smooth muscle cell migration",FALSE
"1833","GO:0015012","BP",0.541264185123578,"heparan sulfate proteoglycan biosynthetic process",FALSE
"1834","GO:0015031","BP",0.994086939295723,"protein transport",FALSE
"1835","GO:0015057","MF",0.187302730009116,"thrombin-activated receptor activity",FALSE
"1836","GO:0015074","BP",0.221216983859278,"DNA integration",FALSE
"1837","GO:0015075","MF",0.996414419294053,"ion transmembrane transporter activity",FALSE
"1838","GO:0015077","MF",0.882629062975747,"monovalent inorganic cation transmembrane transporter activity",FALSE
"1839","GO:0015078","MF",0.813430519153255,"proton transmembrane transporter activity",FALSE
"1840","GO:0015079","MF",0.377984873437962,"potassium ion transmembrane transporter activity",FALSE
"1841","GO:0015081","MF",0.751934687298528,"sodium ion transmembrane transporter activity",FALSE
"1842","GO:0015085","MF",0.951469360617766,"calcium ion transmembrane transporter activity",FALSE
"1843","GO:0015103","MF",0.987436136204073,"inorganic anion transmembrane transporter activity",FALSE
"1844","GO:0015108","MF",0.96497064750339,"chloride transmembrane transporter activity",FALSE
"1845","GO:0015136","MF",0.040622984188158,"sialic acid transmembrane transporter activity",FALSE
"1846","GO:0015137","MF",0.152876770614743,"citrate transmembrane transporter activity",FALSE
"1847","GO:0015142","MF",0.152876770614743,"tricarboxylic acid transmembrane transporter activity",FALSE
"1848","GO:0015144","MF",0.674097628416099,"carbohydrate transmembrane transporter activity",FALSE
"1849","GO:0015165","MF",0.236342210401702,"pyrimidine nucleotide-sugar transmembrane transporter activity",FALSE
"1850","GO:0015215","MF",0.428908295012116,"nucleotide transmembrane transporter activity",FALSE
"1851","GO:0015216","MF",0.353156521687117,"purine nucleotide transmembrane transporter activity",FALSE
"1852","GO:0015248","MF",0.266286753469121,"sterol transporter activity",FALSE
"1853","GO:0015267","MF",0.985758510979261,"channel activity",FALSE
"1854","GO:0015272","MF",0.170267850712817,"ATP-activated inward rectifier potassium channel activity",FALSE
"1855","GO:0015276","MF",0.388964778193893,"ligand-gated ion channel activity",FALSE
"1856","GO:0015277","MF",0.0282205550650084,"kainate selective glutamate receptor activity",FALSE
"1857","GO:0015291","MF",0.913167310644886,"secondary active transmembrane transporter activity",FALSE
"1858","GO:0015293","MF",0.94331436392127,"symporter activity",FALSE
"1859","GO:0015294","MF",0.853128221176538,"solute:cation symporter activity",FALSE
"1860","GO:0015295","MF",0.506170866531462,"solute:proton symporter activity",FALSE
"1861","GO:0015296","MF",0.485226916521387,"anion:cation symporter activity",FALSE
"1862","GO:0015297","MF",0.904587790485854,"antiporter activity",FALSE
"1863","GO:0015298","MF",0.615138402539446,"solute:cation antiporter activity",FALSE
"1864","GO:0015299","MF",0.366444367123329,"solute:proton antiporter activity",FALSE
"1865","GO:0015318","MF",0.996235212168577,"inorganic molecular entity transmembrane transporter activity",FALSE
"1866","GO:0015377","MF",0.428908295012116,"cation:chloride symporter activity",FALSE
"1867","GO:0015379","MF",0.32574097985372,"potassium:chloride symporter activity",FALSE
"1868","GO:0015385","MF",0.267383735731547,"sodium:proton antiporter activity",FALSE
"1869","GO:0015386","MF",0.236342210401702,"potassium:proton antiporter activity",FALSE
"1870","GO:0015399","MF",0.241751487856553,"primary active transmembrane transporter activity",FALSE
"1871","GO:0015450","MF",0.11699613306106,"P-P-bond-hydrolysis-driven protein transmembrane transporter activity",FALSE
"1872","GO:0015459","MF",0.401038883328646,"potassium channel regulator activity",FALSE
"1873","GO:0015467","MF",0.135122059628972,"G-protein activated inward rectifier potassium channel activity",FALSE
"1874","GO:0015485","MF",0.77587269401513,"cholesterol binding",FALSE
"1875","GO:0015491","MF",0.581782296702828,"cation:cation antiporter activity",FALSE
"1876","GO:0015538","MF",0.040622984188158,"sialic acid:proton symporter activity",FALSE
"1877","GO:0015605","MF",0.495807371930483,"organophosphate ester transmembrane transporter activity",FALSE
"1878","GO:0015607","MF",0.0205215695832317,"ATPase-coupled fatty-acyl-CoA transmembrane transporter activity",TRUE
"1879","GO:0015629","CC",0.971099312983352,"actin cytoskeleton",FALSE
"1880","GO:0015630","CC",0.776039355752243,"microtubule cytoskeleton",FALSE
"1881","GO:0015631","MF",0.588883622813925,"tubulin binding",FALSE
"1882","GO:0015662","MF",0.536003520180268,"ion transmembrane transporter activity, phosphorylative mechanism",FALSE
"1883","GO:0015672","BP",0.677779443234261,"monovalent inorganic cation transport",FALSE
"1884","GO:0015695","BP",0.789873519856638,"organic cation transport",FALSE
"1885","GO:0015698","BP",0.998785271900799,"inorganic anion transport",FALSE
"1886","GO:0015711","BP",0.935110432513031,"organic anion transport",FALSE
"1887","GO:0015718","BP",0.990648205782833,"monocarboxylic acid transport",FALSE
"1888","GO:0015739","BP",0.0401496307603072,"sialic acid transport",FALSE
"1889","GO:0015746","BP",0.15120371479826,"citrate transport",FALSE
"1890","GO:0015748","BP",0.471190236850713,"organophosphate ester transport",FALSE
"1891","GO:0015749","BP",0.598347436212883,"monosaccharide transmembrane transport",FALSE
"1892","GO:0015780","BP",0.279592110240009,"nucleotide-sugar transmembrane transport",FALSE
"1893","GO:0015800","BP",0.37609322267441,"acidic amino acid transport",FALSE
"1894","GO:0015807","BP",0.879451672694012,"L-amino acid transport",FALSE
"1895","GO:0015813","BP",0.59442953754111,"L-glutamate transmembrane transport",FALSE
"1896","GO:0015833","BP",0.996563697918631,"peptide transport",FALSE
"1897","GO:0015837","BP",0.900511353134335,"amine transport",FALSE
"1898","GO:0015844","BP",0.76938429682901,"monoamine transport",FALSE
"1899","GO:0015849","BP",0.913511482095741,"organic acid transport",FALSE
"1900","GO:0015850","BP",0.706275034224103,"organic hydroxy compound transport",FALSE
"1901","GO:0015865","BP",0.401014576536101,"purine nucleotide transport",FALSE
"1902","GO:0015868","BP",0.401014576536101,"purine ribonucleotide transport",FALSE
"1903","GO:0015872","BP",0.437545746648756,"dopamine transport",FALSE
"1904","GO:0015874","BP",0.586016064073789,"norepinephrine transport",FALSE
"1905","GO:0015908","BP",0.762287268097975,"fatty acid transport",TRUE
"1906","GO:0015909","BP",0.605002810076309,"long-chain fatty acid transport",TRUE
"1907","GO:0015910","BP",0.078691042477851,"long-chain fatty acid import into peroxisome",TRUE
"1908","GO:0015914","BP",0.513020603786601,"phospholipid transport",TRUE
"1909","GO:0015916","BP",0.0401496307603072,"fatty-acyl-CoA transport",TRUE
"1910","GO:0015918","BP",0.235398623566838,"sterol transport",FALSE
"1911","GO:0015919","BP",0.0122158880275826,"peroxisomal membrane transport",FALSE
"1912","GO:0015926","MF",0.3116015572854,"glucosidase activity",FALSE
"1913","GO:0015931","BP",0.70043515432274,"nucleobase-containing compound transport",FALSE
"1914","GO:0015932","MF",0.289182059621627,"nucleobase-containing compound transmembrane transporter activity",FALSE
"1915","GO:0015934","CC",0.899164815817126,"large ribosomal subunit",FALSE
"1916","GO:0015949","BP",0.231742225651041,"nucleobase-containing small molecule interconversion",FALSE
"1917","GO:0015950","BP",0.0401496307603072,"purine nucleotide interconversion",FALSE
"1918","GO:0015951","BP",0.0401496307603072,"purine ribonucleotide interconversion",FALSE
"1919","GO:0015980","BP",0.13023905535349,"energy derivation by oxidation of organic compounds",FALSE
"1920","GO:0016010","CC",0.453193165191471,"dystrophin-associated glycoprotein complex",FALSE
"1921","GO:0016011","CC",0.170764889066681,"dystroglycan complex",FALSE
"1922","GO:0016012","CC",0.13552510884204,"sarcoglycan complex",FALSE
"1923","GO:0016020","CC",0.997746138835566,"membrane",FALSE
"1924","GO:0016021","CC",0.991155215023992,"integral component of membrane",FALSE
"1925","GO:0016024","BP",0.264668543404844,"CDP-diacylglycerol biosynthetic process",TRUE
"1926","GO:0016031","BP",0.0401496307603072,"tRNA import into mitochondrion",FALSE
"1927","GO:0016032","BP",0.804640391510255,"viral process",FALSE
"1928","GO:0016042","BP",0.913184309595629,"lipid catabolic process",TRUE
"1929","GO:0016043","BP",0.0326094834448597,"cellular component organization",FALSE
"1930","GO:0016049","BP",0.0978926721488619,"cell growth",FALSE
"1931","GO:0016050","BP",0.650765586940946,"vesicle organization",FALSE
"1932","GO:0016051","BP",0.0965490782267259,"carbohydrate biosynthetic process",FALSE
"1933","GO:0016052","BP",0.602688248319953,"carbohydrate catabolic process",FALSE
"1934","GO:0016053","BP",0.875642522028087,"organic acid biosynthetic process",FALSE
"1935","GO:0016054","BP",0.971463302010476,"organic acid catabolic process",FALSE
"1936","GO:0016055","BP",0.00310211813884896,"Wnt signaling pathway",FALSE
"1937","GO:0016064","BP",0.776296393811996,"immunoglobulin mediated immune response",FALSE
"1938","GO:0016070","BP",0.00012845476782733,"RNA metabolic process",FALSE
"1939","GO:0016071","BP",0.923893297276834,"mRNA metabolic process",FALSE
"1940","GO:0016072","BP",0.952509835932522,"rRNA metabolic process",FALSE
"1941","GO:0016074","BP",0.264668543404844,"snoRNA metabolic process",FALSE
"1942","GO:0016079","BP",0.737988149277907,"synaptic vesicle exocytosis",FALSE
"1943","GO:0016082","BP",0.550584849383419,"synaptic vesicle priming",FALSE
"1944","GO:0016101","BP",0.848483350996263,"diterpenoid metabolic process",FALSE
"1945","GO:0016125","BP",0.44222999859346,"sterol metabolic process",FALSE
"1946","GO:0016126","BP",0.0566741160697579,"sterol biosynthetic process",FALSE
"1947","GO:0016127","BP",0.336325290280537,"sterol catabolic process",FALSE
"1948","GO:0016192","BP",0.934791011326931,"vesicle-mediated transport",FALSE
"1949","GO:0016197","BP",0.782516357045405,"endosomal transport",FALSE
"1950","GO:0016202","BP",1.91528240193186e-05,"regulation of striated muscle tissue development",FALSE
"1951","GO:0016209","MF",0.62225442062574,"antioxidant activity",FALSE
"1952","GO:0016215","MF",0.152876770614743,"acyl-CoA desaturase activity",FALSE
"1953","GO:0016226","BP",0.375930156963989,"iron-sulfur cluster assembly",FALSE
"1954","GO:0016234","CC",0.345021497675454,"inclusion body",FALSE
"1955","GO:0016235","CC",0.25981521899921,"aggresome",FALSE
"1956","GO:0016236","BP",0.623514592919787,"macroautophagy",FALSE
"1957","GO:0016239","BP",0.825386726213287,"positive regulation of macroautophagy",FALSE
"1958","GO:0016241","BP",0.640913044418792,"regulation of macroautophagy",FALSE
"1959","GO:0016242","BP",0.550584849383419,"negative regulation of macroautophagy",FALSE
"1960","GO:0016247","MF",0.222536205442582,"channel regulator activity",FALSE
"1961","GO:0016248","MF",0.66026173890536,"channel inhibitor activity",FALSE
"1962","GO:0016266","BP",0.0137988812202298,"O-glycan processing",FALSE
"1963","GO:0016273","MF",0.252023603896038,"arginine N-methyltransferase activity",FALSE
"1964","GO:0016274","MF",0.252023603896038,"protein-arginine N-methyltransferase activity",FALSE
"1965","GO:0016278","MF",0.242645934109874,"lysine N-methyltransferase activity",FALSE
"1966","GO:0016279","MF",0.237174023346983,"protein-lysine N-methyltransferase activity",FALSE
"1967","GO:0016281","CC",0.0469023979802484,"eukaryotic translation initiation factor 4F complex",FALSE
"1968","GO:0016298","MF",0.99101576673752,"lipase activity",TRUE
"1969","GO:0016301","MF",0.316116439139229,"kinase activity",FALSE
"1970","GO:0016310","BP",0.00287857924228896,"phosphorylation",FALSE
"1971","GO:0016311","BP",0.099366064773176,"dephosphorylation",FALSE
"1972","GO:0016323","CC",0.339163621952135,"basolateral plasma membrane",FALSE
"1973","GO:0016324","CC",0.622747929477275,"apical plasma membrane",FALSE
"1974","GO:0016327","CC",0.725174809665733,"apicolateral plasma membrane",FALSE
"1975","GO:0016328","CC",0.423029304355763,"lateral plasma membrane",FALSE
"1976","GO:0016331","BP",0.00117287567852841,"morphogenesis of embryonic epithelium",FALSE
"1977","GO:0016338","BP",0.336928761771196,"calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules",FALSE
"1978","GO:0016339","BP",0.307075285139707,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules",FALSE
"1979","GO:0016358","BP",0.0802737241968482,"dendrite development",FALSE
"1980","GO:0016361","MF",0.00596682508715625,"activin receptor activity, type I",FALSE
"1981","GO:0016363","CC",0.382070614468181,"nuclear matrix",FALSE
"1982","GO:0016405","MF",0.392208631036929,"CoA-ligase activity",FALSE
"1983","GO:0016407","MF",0.778493397919999,"acetyltransferase activity",FALSE
"1984","GO:0016410","MF",0.757118357001019,"N-acyltransferase activity",FALSE
"1985","GO:0016411","MF",0.416927549158025,"acylglycerol O-acyltransferase activity",TRUE
"1986","GO:0016441","BP",0.466764067297754,"posttranscriptional gene silencing",FALSE
"1987","GO:0016444","BP",0.484702338491432,"somatic cell DNA recombination",FALSE
"1988","GO:0016445","BP",0.416627390987801,"somatic diversification of immunoglobulins",FALSE
