"","GOID","Ontology.ATAC","Pvalue.ATAC","Term.ATAC","lipid.related"
"341","GO:0010647","BP",0.00452567405659489,"positive regulation of cell communication",FALSE
"342","GO:0010648","BP",1.08610079698908e-06,"negative regulation of cell communication",FALSE
"343","GO:0010675","BP",0.0143418832676479,"regulation of cellular carbohydrate metabolic process",FALSE
"344","GO:0010676","BP",0.0280470923881277,"positive regulation of cellular carbohydrate metabolic process",FALSE
"345","GO:0010677","BP",0.0267678352334923,"negative regulation of cellular carbohydrate metabolic process",FALSE
"346","GO:0010717","BP",0.00751723989914129,"regulation of epithelial to mesenchymal transition",FALSE
"347","GO:0010718","BP",0.00389197358221576,"positive regulation of epithelial to mesenchymal transition",FALSE
"348","GO:0010720","BP",0.00264990814485653,"positive regulation of cell development",FALSE
"349","GO:0010721","BP",5.72394333058031e-08,"negative regulation of cell development",FALSE
"350","GO:0010769","BP",0.00272909489186353,"regulation of cell morphogenesis involved in differentiation",FALSE
"351","GO:0010771","BP",0.000962606416998797,"negative regulation of cell morphogenesis involved in differentiation",FALSE
"352","GO:0010799","BP",0.00158182061158772,"regulation of peptidyl-threonine phosphorylation",FALSE
"353","GO:0010800","BP",0.0335654857415769,"positive regulation of peptidyl-threonine phosphorylation",FALSE
"354","GO:0010801","BP",0.00340050088600017,"negative regulation of peptidyl-threonine phosphorylation",FALSE
"355","GO:0010812","BP",0.0475011238671934,"negative regulation of cell-substrate adhesion",FALSE
"356","GO:0010837","BP",0.0184358600401925,"regulation of keratinocyte proliferation",FALSE
"357","GO:0010862","BP",0.0316538772903862,"positive regulation of pathway-restricted SMAD protein phosphorylation",FALSE
"358","GO:0010872","BP",0.00158952562112396,"regulation of cholesterol esterification",FALSE
"359","GO:0010874","BP",0.0335654857415769,"regulation of cholesterol efflux",FALSE
"360","GO:0010877","BP",0.0401496307603072,"lipid transport involved in lipid storage",TRUE
"361","GO:0010894","BP",0.0413981917183867,"negative regulation of steroid biosynthetic process",FALSE
"362","GO:0010907","BP",0.0210033082514404,"positive regulation of glucose metabolic process",FALSE
"363","GO:0010921","BP",0.00215880803381447,"regulation of phosphatase activity",FALSE
"364","GO:0010923","BP",0.0203192420825069,"negative regulation of phosphatase activity",FALSE
"365","GO:0010941","BP",0.000558884706901088,"regulation of cell death",FALSE
"366","GO:0010942","BP",0.00318649398271978,"positive regulation of cell death",FALSE
"367","GO:0010944","BP",0.0456494461726092,"negative regulation of transcription by competitive promoter binding",FALSE
"368","GO:0010962","BP",0.00934026874176589,"regulation of glucan biosynthetic process",FALSE
"369","GO:0010975","BP",0.0208371784399242,"regulation of neuron projection development",FALSE
"370","GO:0010977","BP",0.00538796576974267,"negative regulation of neuron projection development",FALSE
"371","GO:0012501","BP",0.000954904567969712,"programmed cell death",FALSE
"372","GO:0014003","BP",0.00267677396333138,"oligodendrocyte development",FALSE
"373","GO:0014009","BP",0.000749834991404979,"glial cell proliferation",FALSE
"374","GO:0014013","BP",0.00101944165110656,"regulation of gliogenesis",FALSE
"375","GO:0014014","BP",0.000113590070034917,"negative regulation of gliogenesis",FALSE
"376","GO:0014015","BP",0.00749518231297837,"positive regulation of gliogenesis",FALSE
"377","GO:0014016","BP",0.016577533733663,"neuroblast differentiation",FALSE
"378","GO:0014031","BP",3.93089885123191e-05,"mesenchymal cell development",FALSE
"379","GO:0014032","BP",0.000109600546912048,"neural crest cell development",FALSE
"380","GO:0014033","BP",9.2587834058666e-05,"neural crest cell differentiation",FALSE
"381","GO:0014066","BP",0.0493509958467797,"regulation of phosphatidylinositol 3-kinase signaling",FALSE
"382","GO:0014068","BP",0.0493491212337414,"positive regulation of phosphatidylinositol 3-kinase signaling",FALSE
"383","GO:0014706","BP",4.14236409432282e-06,"striated muscle tissue development",FALSE
"384","GO:0014743","BP",0.0154831714825912,"regulation of muscle hypertrophy",FALSE
"385","GO:0014813","BP",0.0202799624078746,"skeletal muscle satellite cell commitment",FALSE
"386","GO:0014816","BP",0.0456494461726092,"skeletal muscle satellite cell differentiation",FALSE
"387","GO:0014855","BP",0.000251293088432835,"striated muscle cell proliferation",FALSE
"388","GO:0014896","BP",0.0125024840911732,"muscle hypertrophy",FALSE
"389","GO:0014897","BP",0.010360998078195,"striated muscle hypertrophy",FALSE
"390","GO:0014910","BP",0.0475011238671934,"regulation of smooth muscle cell migration",FALSE
"391","GO:0014912","BP",0.0311436126175739,"negative regulation of smooth muscle cell migration",FALSE
"392","GO:0015136","MF",0.040622984188158,"sialic acid transmembrane transporter activity",FALSE
"393","GO:0015277","MF",0.0282205550650084,"kainate selective glutamate receptor activity",FALSE
"394","GO:0015538","MF",0.040622984188158,"sialic acid:proton symporter activity",FALSE
"395","GO:0015607","MF",0.0205215695832317,"ATPase-coupled fatty-acyl-CoA transmembrane transporter activity",TRUE
"396","GO:0015739","BP",0.0401496307603072,"sialic acid transport",FALSE
"397","GO:0015916","BP",0.0401496307603072,"fatty-acyl-CoA transport",TRUE
"398","GO:0015919","BP",0.0122158880275826,"peroxisomal membrane transport",FALSE
"399","GO:0015950","BP",0.0401496307603072,"purine nucleotide interconversion",FALSE
"400","GO:0015951","BP",0.0401496307603072,"purine ribonucleotide interconversion",FALSE
"401","GO:0016031","BP",0.0401496307603072,"tRNA import into mitochondrion",FALSE
"402","GO:0016043","BP",0.0326094834448597,"cellular component organization",FALSE
"403","GO:0016055","BP",0.00310211813884896,"Wnt signaling pathway",FALSE
"404","GO:0016070","BP",0.00012845476782733,"RNA metabolic process",FALSE
"405","GO:0016202","BP",1.91528240193186e-05,"regulation of striated muscle tissue development",FALSE
"406","GO:0016266","BP",0.0137988812202298,"O-glycan processing",FALSE
"407","GO:0016281","CC",0.0469023979802484,"eukaryotic translation initiation factor 4F complex",FALSE
"408","GO:0016310","BP",0.00287857924228896,"phosphorylation",FALSE
"409","GO:0016331","BP",0.00117287567852841,"morphogenesis of embryonic epithelium",FALSE
"410","GO:0016361","MF",0.00596682508715625,"activin receptor activity, type I",FALSE
"411","GO:0016477","BP",1.95193722679794e-06,"cell migration",FALSE
"412","GO:0016525","BP",0.00444497733238952,"negative regulation of angiogenesis",FALSE
"413","GO:0016561","BP",0.0401496307603072,"protein import into peroxisome matrix, translocation",FALSE
"414","GO:0016569","BP",0.00447126596377871,"covalent chromatin modification",FALSE
"415","GO:0016570","BP",0.00316465231694134,"histone modification",FALSE
"416","GO:0016571","BP",0.0308166764815941,"histone methylation",FALSE
"417","GO:0016575","BP",0.00381342040710419,"histone deacetylation",FALSE
"418","GO:0016657","MF",0.040622984188158,"oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor",FALSE
"419","GO:0016708","MF",0.0205215695832317,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor",FALSE
"420","GO:0017002","MF",0.0324840949753299,"activin-activated receptor activity",FALSE
"421","GO:0017005","MF",0.0205215695832317,"3'-tyrosyl-DNA phosphodiesterase activity",FALSE
"422","GO:0017034","MF",0.0108390827285709,"Rap guanyl-nucleotide exchange factor activity",FALSE
"423","GO:0018107","BP",0.00862491274771992,"peptidyl-threonine phosphorylation",FALSE
"424","GO:0018130","BP",1.09552570178329e-06,"heterocycle biosynthetic process",FALSE
"425","GO:0018193","BP",0.00503920237902808,"peptidyl-amino acid modification",FALSE
"426","GO:0018205","BP",0.00404760801062882,"peptidyl-lysine modification",FALSE
"427","GO:0018210","BP",0.0110236934545918,"peptidyl-threonine modification",FALSE
"428","GO:0018394","BP",0.0169104731914047,"peptidyl-lysine acetylation",FALSE
"429","GO:0018964","BP",0.0401496307603072,"propylene metabolic process",FALSE
"430","GO:0019199","MF",0.003353140244219,"transmembrane receptor protein kinase activity",FALSE
"431","GO:0019207","MF",0.0120480228206822,"kinase regulator activity",FALSE
"432","GO:0019209","MF",0.0348977795196674,"kinase activator activity",FALSE
"433","GO:0019210","MF",0.0409865962965344,"kinase inhibitor activity",FALSE
"434","GO:0019218","BP",0.00463466767977907,"regulation of steroid metabolic process",FALSE
"435","GO:0019219","BP",8.48821995184045e-07,"regulation of nucleobase-containing compound metabolic process",FALSE
"436","GO:0019220","BP",0.000151806310353948,"regulation of phosphate metabolic process",FALSE
"437","GO:0019222","BP",4.70094541371271e-05,"regulation of metabolic process",FALSE
"438","GO:0019367","BP",0.0276071822972687,"fatty acid elongation, saturated fatty acid",TRUE
"439","GO:0019368","BP",0.0276071822972687,"fatty acid elongation, unsaturated fatty acid",TRUE
"440","GO:0019438","BP",4.43008742165563e-07,"aromatic compound biosynthetic process",FALSE
"441","GO:0019827","BP",0.000620768436574954,"stem cell population maintenance",FALSE
"442","GO:0019887","MF",0.00429893970715916,"protein kinase regulator activity",FALSE
"443","GO:0019915","BP",0.0356323891445168,"lipid storage",TRUE
"444","GO:0021510","BP",0.00055954612221756,"spinal cord development",FALSE
"445","GO:0021511","BP",0.012902090466821,"spinal cord patterning",FALSE
"446","GO:0021513","BP",0.0110286754625521,"spinal cord dorsal/ventral patterning",FALSE
"447","GO:0021514","BP",0.00335223303841605,"ventral spinal cord interneuron differentiation",FALSE
"448","GO:0021515","BP",0.00108530462449913,"cell differentiation in spinal cord",FALSE
"449","GO:0021517","BP",0.00266730920209581,"ventral spinal cord development",FALSE
"450","GO:0021520","BP",0.00202147425408198,"spinal cord motor neuron cell fate specification",FALSE
"451","GO:0021521","BP",0.0168835727328609,"ventral spinal cord interneuron specification",FALSE
"452","GO:0021522","BP",0.00570684382593677,"spinal cord motor neuron differentiation",FALSE
"453","GO:0021523","BP",0.0236730710406464,"somatic motor neuron differentiation",FALSE
"454","GO:0021532","BP",0.0141172805851199,"neural tube patterning",FALSE
"455","GO:0021536","BP",8.94055905925862e-05,"diencephalon development",FALSE
"456","GO:0021537","BP",0.010157256611032,"telencephalon development",FALSE
"457","GO:0021538","BP",0.0168835727328609,"epithalamus development",FALSE
"458","GO:0021545","BP",0.0125024840911732,"cranial nerve development",FALSE
"459","GO:0021546","BP",0.0168835727328609,"rhombomere development",FALSE
"460","GO:0021548","BP",0.00588010708814716,"pons development",FALSE
"461","GO:0021555","BP",0.0361893609635655,"midbrain-hindbrain boundary morphogenesis",FALSE
"462","GO:0021557","BP",0.00805373476609258,"oculomotor nerve development",FALSE
"463","GO:0021558","BP",0.00393980860181467,"trochlear nerve development",FALSE
"464","GO:0021560","BP",0.00239601670849519,"abducens nerve development",FALSE
"465","GO:0021571","BP",0.016577533733663,"rhombomere 5 development",FALSE
"466","GO:0021572","BP",0.00583059468528606,"rhombomere 6 development",FALSE
"467","GO:0021575","BP",0.0184842661496406,"hindbrain morphogenesis",FALSE
"468","GO:0021578","BP",0.00158952562112396,"hindbrain maturation",FALSE
"469","GO:0021590","BP",0.00583059468528606,"cerebellum maturation",FALSE
"470","GO:0021593","BP",0.0408150408773603,"rhombomere morphogenesis",FALSE
"471","GO:0021594","BP",0.0317830701728924,"rhombomere formation",FALSE
"472","GO:0021598","BP",0.00121432020989636,"abducens nerve morphogenesis",FALSE
"473","GO:0021599","BP",0.00121432020989636,"abducens nerve formation",FALSE
"474","GO:0021603","BP",0.0224157040768688,"cranial nerve formation",FALSE
"475","GO:0021626","BP",0.00158952562112396,"central nervous system maturation",FALSE
"476","GO:0021654","BP",0.0199924801373927,"rhombomere boundary formation",FALSE
"477","GO:0021675","BP",0.0272150399120793,"nerve development",FALSE
"478","GO:0021691","BP",0.00121432020989636,"cerebellar Purkinje cell layer maturation",FALSE
"479","GO:0021699","BP",0.00121432020989636,"cerebellar cortex maturation",FALSE
"480","GO:0021700","BP",0.00413100844774072,"developmental maturation",FALSE
"481","GO:0021742","BP",0.00393980860181467,"abducens nucleus development",FALSE
"482","GO:0021778","BP",0.0408150408773603,"oligodendrocyte cell fate specification",FALSE
"483","GO:0021779","BP",0.0408150408773603,"oligodendrocyte cell fate commitment",FALSE
"484","GO:0021780","BP",0.0408150408773603,"glial cell fate specification",FALSE
"485","GO:0021781","BP",0.00065825201178194,"glial cell fate commitment",FALSE
"486","GO:0021782","BP",0.0089855154886715,"glial cell development",FALSE
"487","GO:0021783","BP",0.0441955645664726,"preganglionic parasympathetic fiber development",FALSE
"488","GO:0021798","BP",0.0361893609635655,"forebrain dorsal/ventral pattern formation",FALSE
"489","GO:0021822","BP",0.0401496307603072,"negative regulation of cell motility involved in cerebral cortex radial glia guided migration",FALSE
"490","GO:0021871","BP",0.0119418361158636,"forebrain regionalization",FALSE
"491","GO:0021872","BP",0.010360998078195,"forebrain generation of neurons",FALSE
"492","GO:0021879","BP",0.00555064816543165,"forebrain neuron differentiation",FALSE
"493","GO:0021904","BP",0.0311436126175739,"dorsal/ventral neural tube patterning",FALSE
"494","GO:0021910","BP",0.0105950372496891,"smoothened signaling pathway involved in ventral spinal cord patterning",FALSE
"495","GO:0021915","BP",0.00065830677784124,"neural tube development",FALSE
"496","GO:0021953","BP",0.00070252022744416,"central nervous system neuron differentiation",FALSE
"497","GO:0021978","BP",0.00150435130996293,"telencephalon regionalization",FALSE
"498","GO:0021982","BP",0.00393980860181467,"pineal gland development",FALSE
"499","GO:0021983","BP",4.85220982781837e-08,"pituitary gland development",FALSE
"500","GO:0021984","BP",6.73295914280458e-06,"adenohypophysis development",FALSE
"501","GO:0022008","BP",1.2001832403762e-08,"neurogenesis",FALSE
"502","GO:0022037","BP",0.0334589579855162,"metencephalon development",FALSE
"503","GO:0022404","BP",0.00114764604911304,"molting cycle process",FALSE
"504","GO:0022405","BP",0.00114764604911304,"hair cycle process",FALSE
"505","GO:0022407","BP",0.00358319567388863,"regulation of cell-cell adhesion",FALSE
"506","GO:0022409","BP",0.0128889105434698,"positive regulation of cell-cell adhesion",FALSE
"507","GO:0022603","BP",2.43609366279023e-05,"regulation of anatomical structure morphogenesis",FALSE
"508","GO:0022610","BP",0.017464696537249,"biological adhesion",FALSE
"509","GO:0022612","BP",0.000411355671467891,"gland morphogenesis",FALSE
"510","GO:0023014","BP",0.00210323168342127,"signal transduction by protein phosphorylation",FALSE
"511","GO:0023051","BP",0.000108714885874984,"regulation of signaling",FALSE
"512","GO:0023052","BP",0.000707377588389872,"signaling",FALSE
"513","GO:0023056","BP",0.00486753597434584,"positive regulation of signaling",FALSE
"514","GO:0023057","BP",1.14760233021456e-06,"negative regulation of signaling",FALSE
"515","GO:0030010","BP",0.0104722480208288,"establishment of cell polarity",FALSE
"516","GO:0030030","BP",0.00339022166340391,"cell projection organization",FALSE
"517","GO:0030033","BP",0.00264987313054698,"microvillus assembly",FALSE
"518","GO:0030056","CC",0.0326749715390048,"hemidesmosome",FALSE
"519","GO:0030097","BP",0.0395164628366882,"hemopoiesis",FALSE
"520","GO:0030111","BP",0.00183486782706703,"regulation of Wnt signaling pathway",FALSE
"521","GO:0030126","CC",0.0243471909573567,"COPI vesicle coat",FALSE
"522","GO:0030154","BP",5.23392306545975e-09,"cell differentiation",FALSE
"523","GO:0030155","BP",0.0178536307292872,"regulation of cell adhesion",FALSE
"524","GO:0030177","BP",0.0367018890001672,"positive regulation of Wnt signaling pathway",FALSE
"525","GO:0030178","BP",0.0195466433139681,"negative regulation of Wnt signaling pathway",FALSE
"526","GO:0030182","BP",6.33490310765331e-08,"neuron differentiation",FALSE
"527","GO:0030183","BP",0.0474870017972798,"B cell differentiation",FALSE
"528","GO:0030216","BP",0.0387474152637553,"keratinocyte differentiation",FALSE
"529","GO:0030218","BP",0.0418663056936303,"erythrocyte differentiation",FALSE
"530","GO:0030225","BP",0.0181407744697986,"macrophage differentiation",FALSE
"531","GO:0030234","MF",0.0297169970670921,"enzyme regulator activity",FALSE
"532","GO:0030278","BP",0.0348718023168007,"regulation of ossification",FALSE
"533","GO:0030279","BP",0.0276684140864028,"negative regulation of ossification",FALSE
"534","GO:0030295","MF",0.0249334140114133,"protein kinase activator activity",FALSE
"535","GO:0030308","BP",0.0312566808592181,"negative regulation of cell growth",FALSE
"536","GO:0030311","BP",0.0361893609635655,"poly-N-acetyllactosamine biosynthetic process",FALSE
"537","GO:0030316","BP",0.0335230488441118,"osteoclast differentiation",FALSE
"538","GO:0030323","BP",6.31823643062403e-05,"respiratory tube development",FALSE
"539","GO:0030324","BP",4.61298904860519e-05,"lung development",FALSE
"540","GO:0030326","BP",0.000192170704026547,"embryonic limb morphogenesis",FALSE
"541","GO:0030334","BP",8.02149512608363e-05,"regulation of cell migration",FALSE
"542","GO:0030336","BP",0.000192209607611384,"negative regulation of cell migration",FALSE
"543","GO:0030497","BP",0.00839470607529741,"fatty acid elongation",TRUE
"544","GO:0030509","BP",0.000175919475853747,"BMP signaling pathway",FALSE
"545","GO:0030510","BP",8.66187045860955e-05,"regulation of BMP signaling pathway",FALSE
"546","GO:0030513","BP",0.000137634855471519,"positive regulation of BMP signaling pathway",FALSE
"547","GO:0030514","BP",0.0306344185800396,"negative regulation of BMP signaling pathway",FALSE
"548","GO:0030517","BP",0.0268072653165999,"negative regulation of axon extension",FALSE
"549","GO:0030518","BP",0.0258885924635329,"intracellular steroid hormone receptor signaling pathway",FALSE
"550","GO:0030522","BP",0.00727847952569449,"intracellular receptor signaling pathway",FALSE
"551","GO:0030537","BP",0.0276071822972687,"larval behavior",FALSE
"552","GO:0030663","CC",0.0469023979802484,"COPI-coated vesicle membrane",FALSE
"553","GO:0030690","CC",0.0205868205868206,"Noc1p-Noc2p complex",FALSE
"554","GO:0030691","CC",0.0205868205868206,"Noc2p-Noc3p complex",FALSE
"555","GO:0030729","MF",0.0205215695832317,"acetoacetate-CoA ligase activity",FALSE
"556","GO:0030791","MF",0.040622984188158,"arsenite methyltransferase activity",FALSE
"557","GO:0030850","BP",0.00148111097755291,"prostate gland development",FALSE
"558","GO:0030855","BP",0.000834597019542998,"epithelial cell differentiation",FALSE
"559","GO:0030857","BP",0.0492606111374517,"negative regulation of epithelial cell differentiation",FALSE
"560","GO:0030879","BP",0.00459983478706355,"mammary gland development",FALSE
"561","GO:0030900","BP",0.00125285619720168,"forebrain development",FALSE
"562","GO:0030902","BP",9.87286137161223e-05,"hindbrain development",FALSE
"563","GO:0030903","BP",0.00045055605058619,"notochord development",FALSE
"564","GO:0031016","BP",7.67829458173273e-07,"pancreas development",FALSE
"565","GO:0031017","BP",0.028342431139742,"exocrine pancreas development",FALSE
"566","GO:0031018","BP",0.000136665165834899,"endocrine pancreas development",FALSE
"567","GO:0031056","BP",0.000148770447179499,"regulation of histone modification",FALSE
"568","GO:0031057","BP",0.0196937293977889,"negative regulation of histone modification",FALSE
"569","GO:0031058","BP",0.0394531765446912,"positive regulation of histone modification",FALSE
"570","GO:0031060","BP",0.00807325697975797,"regulation of histone methylation",FALSE
"571","GO:0031062","BP",0.025246965573467,"positive regulation of histone methylation",FALSE
"572","GO:0031063","BP",0.0470846724316091,"regulation of histone deacetylation",FALSE
"573","GO:0031069","BP",0.012902090466821,"hair follicle morphogenesis",FALSE
"574","GO:0031076","BP",3.63047049555049e-07,"embryonic camera-type eye development",FALSE
"575","GO:0031078","MF",0.0282205550650084,"histone deacetylase activity (H3-K14 specific)",FALSE
"576","GO:0031099","BP",0.0022401481740055,"regeneration",FALSE
"577","GO:0031101","BP",4.21467416765941e-05,"fin regeneration",FALSE
"578","GO:0031111","BP",0.033391164967545,"negative regulation of microtubule polymerization or depolymerization",FALSE
"579","GO:0031128","BP",0.0181407744697986,"developmental induction",FALSE
"580","GO:0031175","BP",0.000809299984754045,"neuron projection development",FALSE
"581","GO:0031214","BP",0.0383714122787438,"biomineral tissue development",FALSE
"582","GO:0031313","CC",0.0326749715390048,"extrinsic component of endosome membrane",FALSE
"583","GO:0031323","BP",1.08861231803593e-05,"regulation of cellular metabolic process",FALSE
"584","GO:0031324","BP",3.59372865936831e-07,"negative regulation of cellular metabolic process",FALSE
"585","GO:0031325","BP",2.11708217560351e-08,"positive regulation of cellular metabolic process",FALSE
"586","GO:0031326","BP",3.87052759519319e-08,"regulation of cellular biosynthetic process",FALSE
"587","GO:0031327","BP",3.30506994379867e-09,"negative regulation of cellular biosynthetic process",FALSE
"588","GO:0031328","BP",4.49209145494145e-10,"positive regulation of cellular biosynthetic process",FALSE
"589","GO:0031344","BP",0.0137634780247368,"regulation of cell projection organization",FALSE
"590","GO:0031345","BP",0.000343967693146106,"negative regulation of cell projection organization",FALSE
"591","GO:0031399","BP",9.15949853952346e-05,"regulation of protein modification process",FALSE
"592","GO:0031400","BP",0.00436216383596632,"negative regulation of protein modification process",FALSE
"593","GO:0031401","BP",0.0020343323423099,"positive regulation of protein modification process",FALSE
"594","GO:0031641","BP",0.0172087043699804,"regulation of myelination",FALSE
"595","GO:0031690","MF",0.0426362088313455,"adrenergic receptor binding",FALSE
"596","GO:0031697","MF",0.0108390827285709,"beta-1 adrenergic receptor binding",FALSE
"597","GO:0031769","MF",0.040622984188158,"glucagon receptor binding",FALSE
"598","GO:0031958","BP",0.0122158880275826,"corticosteroid receptor signaling pathway",FALSE
"599","GO:0031974","CC",0.00038629539131738,"membrane-enclosed lumen",FALSE
"600","GO:0031981","CC",3.52734766978019e-05,"nuclear lumen",FALSE
"601","GO:0032007","BP",0.025246965573467,"negative regulation of TOR signaling",FALSE
"602","GO:0032041","MF",0.0282205550650084,"NAD-dependent histone deacetylase activity (H3-K14 specific)",FALSE
"603","GO:0032092","BP",0.0435247169376632,"positive regulation of protein binding",FALSE
"604","GO:0032268","BP",0.00141714977447427,"regulation of cellular protein metabolic process",FALSE
"605","GO:0032269","BP",0.0392095485562311,"negative regulation of cellular protein metabolic process",FALSE
"606","GO:0032270","BP",0.00867334113358724,"positive regulation of cellular protein metabolic process",FALSE
"607","GO:0032330","BP",0.00110791528673158,"regulation of chondrocyte differentiation",FALSE
"608","GO:0032331","BP",0.000968361275366845,"negative regulation of chondrocyte differentiation",FALSE
"609","GO:0032354","BP",0.0265869860336108,"response to follicle-stimulating hormone",FALSE
"610","GO:0032488","BP",0.0186310728470105,"Cdc42 protein signal transduction",FALSE
"611","GO:0032501","BP",6.65502420276196e-06,"multicellular organismal process",FALSE
"612","GO:0032502","BP",7.11903063785539e-08,"developmental process",FALSE
"613","GO:0032528","BP",0.0110286754625521,"microvillus organization",FALSE
"614","GO:0032534","BP",0.0276071822972687,"regulation of microvillus assembly",FALSE
"615","GO:0032635","BP",0.0478503241707342,"interleukin-6 production",FALSE
"616","GO:0032765","BP",0.0401496307603072,"positive regulation of mast cell cytokine production",FALSE
"617","GO:0032768","BP",0.0211348816150896,"regulation of monooxygenase activity",FALSE
"618","GO:0032770","BP",0.0119418361158636,"positive regulation of monooxygenase activity",FALSE
"619","GO:0032774","BP",1.3120855238118e-06,"RNA biosynthetic process",FALSE
"620","GO:0032835","BP",6.63712778766779e-06,"glomerulus development",FALSE
"621","GO:0032868","BP",0.0200544724238445,"response to insulin",FALSE
"622","GO:0032870","BP",0.00573677330691424,"cellular response to hormone stimulus",FALSE
"623","GO:0032881","BP",0.0316538772903862,"regulation of polysaccharide metabolic process",FALSE
"624","GO:0032885","BP",0.0223650841771995,"regulation of polysaccharide biosynthetic process",FALSE
"625","GO:0032924","BP",0.0146044736487662,"activin receptor signaling pathway",FALSE
"626","GO:0032925","BP",0.0139102269661954,"regulation of activin receptor signaling pathway",FALSE
"627","GO:0032983","CC",0.0283876036662573,"kainate selective glutamate receptor complex",FALSE
"628","GO:0032989","BP",0.00156500405777053,"cellular component morphogenesis",FALSE
"629","GO:0032990","BP",0.000386236255502558,"cell part morphogenesis",FALSE
"630","GO:0033002","BP",4.51337982900177e-05,"muscle cell proliferation",FALSE
"631","GO:0033043","BP",0.0293155497875898,"regulation of organelle organization",FALSE
"632","GO:0033044","BP",0.00183210027726691,"regulation of chromosome organization",FALSE
"633","GO:0033135","BP",0.0282784172778028,"regulation of peptidyl-serine phosphorylation",FALSE
"634","GO:0033233","BP",0.0311436126175739,"regulation of protein sumoylation",FALSE
"635","GO:0033278","BP",0.0317830701728924,"cell proliferation in midbrain",FALSE
"636","GO:0033335","BP",0.000410294055442258,"anal fin development",FALSE
"637","GO:0033337","BP",0.0202799624078746,"dorsal fin development",FALSE
"638","GO:0033564","BP",0.0136765521254399,"anterior/posterior axon guidance",FALSE
"639","GO:0033613","MF",0.0022154570383608,"activating transcription factor binding",FALSE
"640","GO:0033674","BP",0.00638428732055368,"positive regulation of kinase activity",FALSE
"641","GO:0033692","BP",0.0154831714825912,"cellular polysaccharide biosynthetic process",FALSE
"642","GO:0033700","BP",0.0456494461726092,"phospholipid efflux",TRUE
"643","GO:0033866","BP",0.0408444853358509,"nucleoside bisphosphate biosynthetic process",FALSE
"644","GO:0033883","MF",0.040622984188158,"pyridoxal phosphatase activity",FALSE
"645","GO:0034030","BP",0.0408444853358509,"ribonucleoside bisphosphate biosynthetic process",FALSE
"646","GO:0034033","BP",0.0408444853358509,"purine nucleoside bisphosphate biosynthetic process",FALSE
"647","GO:0034041","MF",0.040622984188158,"ATPase-coupled sterol transmembrane transporter activity",FALSE
"648","GO:0034056","MF",0.00403251658586872,"estrogen response element binding",FALSE
"649","GO:0034329","BP",0.0022390263908236,"cell junction assembly",FALSE
"650","GO:0034330","BP",0.00690373812882202,"cell junction organization",FALSE
"651","GO:0034374","BP",0.0236730710406464,"low-density lipoprotein particle remodeling",FALSE
"652","GO:0034375","BP",0.0456494461726092,"high-density lipoprotein particle remodeling",FALSE
"653","GO:0034433","BP",0.00380960156700187,"steroid esterification",FALSE
"654","GO:0034434","BP",0.00380960156700187,"sterol esterification",FALSE
"655","GO:0034435","BP",0.00380960156700187,"cholesterol esterification",FALSE
"656","GO:0034625","BP",0.0276071822972687,"fatty acid elongation, monounsaturated fatty acid",TRUE
"657","GO:0034626","BP",0.0276071822972687,"fatty acid elongation, polyunsaturated fatty acid",TRUE
"658","GO:0034637","BP",0.0421394559733146,"cellular carbohydrate biosynthetic process",FALSE
"659","GO:0034641","BP",0.00508263632209308,"cellular nitrogen compound metabolic process",FALSE
"660","GO:0034645","BP",1.89350212219799e-05,"cellular macromolecule biosynthetic process",FALSE
"661","GO:0034654","BP",1.29942379966299e-06,"nucleobase-containing compound biosynthetic process",FALSE
"662","GO:0034679","CC",0.0205868205868206,"integrin alpha9-beta1 complex",FALSE
"663","GO:0034684","CC",0.0407507938798527,"integrin alphav-beta5 complex",FALSE
"664","GO:0034968","BP",0.0335230488441118,"histone lysine methylation",FALSE
"665","GO:0034970","BP",0.0401496307603072,"histone H3-R2 methylation",FALSE
"666","GO:0034983","BP",0.0199924801373927,"peptidyl-lysine deacetylation",FALSE
"667","GO:0035019","BP",3.21829645729046e-06,"somatic stem cell population maintenance",FALSE
"668","GO:0035035","MF",0.0114812905459967,"histone acetyltransferase binding",FALSE
"669","GO:0035050","BP",0.00230074695471605,"embryonic heart tube development",FALSE
"670","GO:0035051","BP",0.0150225365656952,"cardiocyte differentiation",FALSE
"671","GO:0035088","BP",0.034788250748739,"establishment or maintenance of apical/basal cell polarity",FALSE
"672","GO:0035107","BP",0.000879098740797529,"appendage morphogenesis",FALSE
"673","GO:0035108","BP",0.000111838394466175,"limb morphogenesis",FALSE
"674","GO:0035113","BP",0.00075057160747644,"embryonic appendage morphogenesis",FALSE
"675","GO:0035116","BP",0.00432155316089194,"embryonic hindlimb morphogenesis",FALSE
"676","GO:0035125","BP",0.0202799624078746,"embryonic anal fin morphogenesis",FALSE
"677","GO:0035137","BP",0.00898373294719445,"hindlimb morphogenesis",FALSE
"678","GO:0035144","BP",0.0202799624078746,"anal fin morphogenesis",FALSE
"679","GO:0035148","BP",0.00135022553073822,"tube formation",FALSE
"680","GO:0035198","MF",0.00115186763326503,"miRNA binding",FALSE
"681","GO:0035235","BP",0.0210033082514404,"ionotropic glutamate receptor signaling pathway",FALSE
