GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	enrichment	padj
GO:0060349	0.000546294421073106	1.75682533846965	34.2641836078548	53	199	bone morphogenesis	29.7033408247266	0.0098115148324633
GO:0048708	0.000560335406321967	1.97512796729534	22.5558193599446	38	131	astrocyte differentiation	49.144688537964	0.0100329168318505
GO:0002066	0.000560335406321967	1.97512796729534	22.5558193599446	38	131	columnar/cuboidal epithelial cell development	49.144688537964	0.0100329168318505
GO:0007044	0.000562347265378153	1.83884899009949	28.75436513825	46	167	cell-substrate junction assembly	36.6066908099968	0.0100446244982177
GO:0010171	0.000562704839524409	2.22331199764572	15.8407281001138	29	92	body morphogenesis	76.0427693761815	0.0100446244982177
GO:2000177	0.000572327358671123	1.89801425648077	25.6550922490973	42	149	regulation of neural precursor cell proliferation	41.9867573532724	0.0102008422679435
GO:2000736	0.000582845837173781	1.7959225118316	31.1649107187021	49	181	regulation of stem cell differentiation	33.1951405634749	0.0103725300202203
GO:0097152	0.000588298404325747	4.13177943417205	4.47672750655389	12	26	mesenchymal cell apoptotic process	393.976331360947	0.0104378398706886
GO:0021534	0.000588298404325747	4.13177943417205	4.47672750655389	12	26	cell proliferation in hindbrain	393.976331360947	0.0104378398706886
GO:0009987	0.000591129271194627	1.35031562262472	3307.61290003462	3345	19210	cellular process	0.201176373033631	0.0104721993429487
GO:0002088	0.000593452843652438	1.75964368090352	33.5754562991542	52	195	lens development in camera-type eye	30.3507692307692	0.0104974815697433
GO:0014029	0.000602877944853602	3.55286688020889	5.68200029677994	14	33	neural crest formation	285.322314049587	0.010648115737912
GO:0031346	0.000605511593536522	1.38538834476355	111.057278527972	143	645	positive regulation of cell projection organization	7.6287290427258	0.0106785252414347
GO:0060348	0.000607776000650646	1.52428108290177	63.3629124004551	88	368	bone development	14.421904536862	0.0107023413046903
GO:2000179	0.000612003510059818	2.28737085911072	14.4632734827126	27	84	positive regulation of neural precursor cell proliferation	84.9260204081633	0.0107606022564572
GO:0099175	0.000632140664584071	1.79998509676939	30.4761834100015	48	177	regulation of postsynapse organization	34.0040218328067	0.0110980017725329
GO:0021846	0.000643319433661409	2.89448455096737	8.26472770440718	18	48	cell proliferation in forebrain	173.390625	0.0112773511499627
GO:0010907	0.000669700905629809	2.77783904906955	8.95345501310778	19	52	positive regulation of glucose metabolic process	155.948964497041	0.0117113531716574
GO:1902284	0.000671077538700434	2.41365345675441	12.3970915566108	24	72	neuron projection extension involved in neuron projection guidance	102.75	0.0117113531716574
GO:0048846	0.000671077538700434	2.41365345675441	12.3970915566108	24	72	axon extension involved in axon guidance	102.75	0.0117113531716574
GO:0038066	0.000683711017692089	2.46702011438854	11.7083642479102	23	68	p38MAPK cascade	110.394031141869	0.0119140714541285
GO:0003158	0.000689034678668445	1.64900131260576	42.7010931394371	63	248	endothelium development	22.7338384495317	0.0119870540864853
GO:0071704	0.000689946580212735	1.13516471174224	2258.85339071079	2341	13119	organic substance metabolic process	0.301880827138697	0.0119870540864853
GO:0007435	0.000692193576460999	2.59846598488217	10.330909630509	21	60	salivary gland morphogenesis	129.465	0.0120082767116419
GO:0030879	0.00069967543924448	1.70465408805031	37.0190928426572	56	215	mammary gland development	26.8872687939427	0.0121201174460841
GO:0051017	0.000706888898110598	1.63980595001959	43.5620022753129	64	253	actin filament bundle assembly	22.1908794075833	0.0122269852243355
GO:0008361	0.000708799436026509	1.53107230838356	60.2636395113024	84	350	regulation of cell size	15.2187428571429	0.0122419489614608
GO:0042060	0.000717546527267848	1.31766237436782	155.308008111985	192	902	wound healing	5.23749637415745	0.0123747714790965
GO:0021954	0.000723314118751611	1.7860315041789	30.6483652371766	48	178	central nervous system neuron development	33.6230273955309	0.0124558946037961
GO:0021603	0.000737687729760103	3.68659678404234	5.16545481525449	13	30	cranial nerve formation	320.58	0.0126847625778132
GO:0099054	0.000751777993341694	2.24779865423397	14.6354553098877	27	85	presynapse assembly	82.9395155709342	0.0129080942845033
GO:0060419	0.000759165352695831	1.83419782689394	27.5490923480239	44	160	heart growth	38.1459375	0.0130158510689139
GO:0097118	0.000769834638060297	8.42861255037421	1.89400009892665	7	11	neuroligin clustering involved in postsynaptic membrane assembly	1283.95041322314	0.0131794789644533
GO:0043087	0.00077559866512147	1.38318751908126	107.269278330118	138	623	regulation of GTPase activity	7.89111867446133	0.01318905659188
GO:0097114	0.00077602561842915	24.0722094361335	1.0330909630509	5	6	NMDA glutamate receptor clustering	3082.5	0.01318905659188
GO:0021572	0.00077602561842915	24.0722094361335	1.0330909630509	5	6	rhombomere 6 development	3082.5	0.01318905659188
GO:0042664	0.00077602561842915	24.0722094361335	1.0330909630509	5	6	negative regulation of endodermal cell fate specification	3082.5	0.01318905659188
GO:0014707	0.00077602561842915	24.0722094361335	1.0330909630509	5	6	branchiomeric skeletal muscle development	3082.5	0.01318905659188
GO:0090109	0.000784504240090108	2.04397197929681	19.1121828164416	33	111	regulation of cell-substrate junction assembly	59.4433893352812	0.0132945653421927
GO:0051893	0.000784504240090108	2.04397197929681	19.1121828164416	33	111	regulation of focal adhesion assembly	59.4433893352812	0.0132945653421927
GO:0048485	0.000817985910376587	2.92844770702738	7.74818222288173	17	45	sympathetic nervous system development	186.32	0.013821955282121
GO:0045686	0.000817985910376587	2.92844770702738	7.74818222288173	17	45	negative regulation of glial cell differentiation	186.32	0.013821955282121
GO:0003156	0.000838713817133427	2.36425354058314	12.5692733837859	24	73	regulation of animal organ formation	99.9542127978983	0.0141517850124387
GO:0097119	0.000844407039368808	5.42021889400922	2.92709106197754	9	17	postsynaptic density protein 95 clustering	691.162629757786	0.0142069057916792
GO:0014874	0.000844407039368808	5.42021889400922	2.92709106197754	9	17	response to stimulus involved in regulation of muscle adaptation	691.162629757786	0.0142069057916792
GO:0001649	0.000856917531508391	1.51501766784452	61.4689123015284	85	357	osteoblast differentiation	14.8019207683073	0.0143673240656195
GO:0021592	0.000857622504002393	6.42288127459449	2.41054558045209	8	14	fourth ventricle development	905.877551020408	0.0143673240656195
GO:1904796	0.000857622504002393	6.42288127459449	2.41054558045209	8	14	regulation of core promoter binding	905.877551020408	0.0143673240656195
GO:0071774	0.000861113830595608	1.55963724706968	53.0320027699461	75	308	response to fibroblast growth factor	17.5466984314387	0.0144052042232494
GO:0072102	0.000863829420133778	3.37502163253533	5.85418212395509	14	34	glomerulus morphogenesis	268.785467128028	0.0144300178456013
GO:0060688	0.000874477169548166	2.18076847621984	15.4963644457635	28	90	regulation of morphogenesis of a branching structure	76.72	0.0145870764322066
GO:0021934	0.000877666105302791	Inf	0.688727308700599	4	4	hindbrain tangential cell migration	5548.5	0.0146194453671347
GO:0060038	0.000889406585810294	2.07964573268921	17.7347281990404	31	103	cardiac muscle cell proliferation	64.8519181826751	0.0147639456129448
GO:0046847	0.000889406585810294	2.07964573268921	17.7347281990404	31	103	filopodium assembly	64.8519181826751	0.0147639456129448
GO:0048634	0.000890726788695417	1.6502351784433	40.6349112133353	60	236	regulation of muscle organ development	23.9090778511922	0.0147639456129448
GO:0034332	0.000891384248364814	1.95460608926795	21.5227283968937	36	125	adherens junction organization	51.134976	0.0147639456129448
GO:0032332	0.000894079263718772	3.85609685788412	4.64890933372904	12	27	positive regulation of chondrocyte differentiation	365.333333333333	0.0147876669182865
GO:1901890	0.000896988065710256	1.77584449621433	30.1318197556512	47	175	positive regulation of cell junction assembly	34.0609959183673	0.014814852255948
GO:0061572	0.000898254127175218	1.61407103825137	44.7672750655389	65	260	actin filament bundle organization	21.3403846153846	0.0148148673651011
GO:0070887	0.000939759735101477	1.14788546282518	773.612949497947	844	4493	cellular response to chemical stimulus	0.927908581387998	0.0154776181407008
GO:0048701	0.000943927081628299	1.66103300506321	39.085274768759	58	227	embryonic cranial skeleton morphogenesis	24.9811174290206	0.0155244187161059
GO:0010463	0.00096172959869911	2.24147198676866	14.1189098283623	26	82	mesenchymal cell proliferation	85.8185603807258	0.0157950260880317
GO:0032272	0.000969987088312955	1.92259250933523	22.3836375327695	37	130	negative regulation of protein polymerization	48.5904142011834	0.0159041979429187
GO:0048041	0.000971093213423303	1.88496223126089	23.9332739773458	39	139	focal adhesion assembly	44.7992339940997	0.0159041979429187
GO:0044093	0.00100696495672919	1.18511052183496	439.752386605332	496	2554	positive regulation of molecular function	1.68762314277848	0.0164686587196911
GO:0021782	0.00101789481980129	1.69814036334974	35.1250927437305	53	204	glial cell development	28.2651384083045	0.0166241957320406
GO:0051147	0.00102049279700252	1.63137701528222	41.6680021763862	61	242	regulation of muscle cell differentiation	23.1171709582679	0.0166352278369405
GO:0033002	0.00102141151278909	1.55782326115282	51.6545481525449	73	300	muscle cell proliferation	18.0018	0.0166352278369405
GO:0050890	0.00102581812349347	1.43684502379474	79.8923678092694	106	464	cognition	10.9271142984542	0.0166837919807063
GO:0045604	0.00102737935223227	1.97902838508079	20.1452737794925	34	117	regulation of epidermal cell differentiation	55.1242603550296	0.0166860086194727
GO:0031016	0.00104404767304738	1.62235203908208	42.528911312262	62	247	pancreas development	22.5545083512269	0.0169332385753253
GO:0060513	0.00106941130792307	4.07787630237198	4.13236385220359	11	24	prostatic bud formation	423.84375	0.0172879846917493
GO:0045725	0.00106941130792307	4.07787630237198	4.13236385220359	11	24	positive regulation of glycogen biosynthetic process	423.84375	0.0172879846917493
GO:0030510	0.00107072013497367	1.74542969716747	31.1649107187021	48	181	regulation of BMP signaling pathway	32.5176887152407	0.0172879846917493
GO:0021535	0.00107182552401452	3.48157759835961	5.33763664242964	13	31	cell migration in hindbrain	300.231009365245	0.0172879846917493
GO:0032925	0.00109168017046392	2.82729752329378	7.92036405005688	17	46	regulation of activin receptor signaling pathway	178.307183364839	0.0175605801786267
GO:0016569	0.00109172522374383	1.38191218924819	101.070732551813	130	587	covalent chromatin modification	8.37341722557746	0.0175605801786267
GO:0051056	0.00109386701840958	1.42587361272314	82.6472770440718	109	480	regulation of small GTPase mediated signal transduction	10.499765625	0.0175708954534652
GO:0006325	0.00109666651881383	1.29854553755528	161.16219023594	197	936	chromatin organization	4.99056952662722	0.0175917327880959
GO:0007431	0.00110450748145953	2.41283607979185	11.3640005935599	22	66	salivary gland development	112.090909090909	0.0176691019233485
GO:0017145	0.00110450748145953	2.41283607979185	11.3640005935599	22	66	stem cell division	112.090909090909	0.0176691019233485
GO:0055017	0.00111085198501048	1.83502368647717	25.6550922490973	41	149	cardiac muscle tissue growth	40.9870726543849	0.0177463529938236
GO:0021514	0.00112345813759278	2.71325440369622	8.60909135875748	18	50	ventral spinal cord interneuron differentiation	159.7968	0.0178989044778387
GO:0045992	0.00112345813759278	2.71325440369622	8.60909135875748	18	50	negative regulation of embryonic development	159.7968	0.0178989044778387
GO:0043149	0.00116420706572487	1.74831324761435	30.4761834100015	47	177	stress fiber assembly	33.2956047112899	0.0184977811935389
GO:0030038	0.00116420706572487	1.74831324761435	30.4761834100015	47	177	contractile actin filament bundle assembly	33.2956047112899	0.0184977811935389
GO:0030517	0.00117439280428839	2.20201589356894	14.2910916555374	26	83	negative regulation of axon extension	83.7631005951517	0.018634335688641
GO:0048008	0.00120211838231621	2.09007540512962	16.5294554088144	29	96	platelet-derived growth factor receptor signaling pathway	69.837890625	0.0190475895332115
GO:0045859	0.00120369054266238	1.26805050816138	195.25419201662	234	1134	regulation of protein kinase activity	4.03854875283447	0.0190475895332115
GO:0097091	0.00121374720871736	3.21411402749736	6.02636395113024	14	35	synaptic vesicle clustering	253.645714285714	0.0191291787538093
GO:1905331	0.00121374720871736	3.21411402749736	6.02636395113024	14	35	negative regulation of morphogenesis of an epithelium	253.645714285714	0.0191291787538093
GO:2000050	0.00121374720871736	3.21411402749736	6.02636395113024	14	35	regulation of non-canonical Wnt signaling pathway	253.645714285714	0.0191291787538093
GO:0014812	0.00121736848047347	1.87379302577842	23.4167284958204	38	136	muscle cell migration	45.5975346020761	0.0191604635837961
GO:1902882	0.00122001243223041	1.9114180449449	21.867092051244	36	127	regulation of response to oxidative stress	49.5371070742141	0.0191763027938498
GO:0021988	0.00123092296497247	2.23470721879287	13.6023643468368	25	79	olfactory lobe development	88.9040217913796	0.0192959945379219
GO:0046324	0.00123092296497247	2.23470721879287	13.6023643468368	25	79	regulation of glucose import	88.9040217913796	0.0192959945379219
GO:0051338	0.00124371356177873	1.23978019050973	242.432012662611	285	1408	regulation of transferase activity	3.19062035931043	0.019470435572766
GO:2001054	0.00125512730879241	4.38045100966449	3.61581837067814	10	21	negative regulation of mesenchymal cell apoptotic process	503.265306122449	0.0196228848944715
GO:0007179	0.00126889774926966	1.57476922551914	47.0056388188158	67	273	transforming growth factor beta receptor signaling pathway	19.9519381717184	0.0198117235252637
GO:0003197	0.00127569239754826	2.11236605849986	15.8407281001138	28	92	endocardial cushion development	73.4206049149338	0.0198912889151666
GO:0035418	0.00127869329106421	1.81807926178792	25.8272740762724	41	150	protein localization to synapse	40.4424	0.0199115670722898
GO:0070268	0.00128515333985693	2.27126546308428	12.9136370381362	24	75	cornification	94.6944	0.0199855851390765
GO:0045216	0.00131218837386872	1.50380324543611	58.8861848939012	81	342	cell-cell junction organization	15.3698060941828	0.0203789467612768
GO:0099172	0.00135072395514302	2.13686673564506	15.1520007914132	27	88	presynapse organization	77.3809400826446	0.020937206758424
GO:1905651	0.00135437362166777	9.6305035971223	1.54963644457635	6	9	regulation of artery morphogenesis	1644	0.020937206758424
GO:1905653	0.00135437362166777	9.6305035971223	1.54963644457635	6	9	positive regulation of artery morphogenesis	1644	0.020937206758424
GO:0090066	0.00135528631279977	1.29123176443395	161.850917544641	197	940	regulation of anatomical structure size	4.94818696242644	0.020937206758424
GO:0006469	0.00136185728246903	1.53722443355787	52.1710936340703	73	303	negative regulation of protein kinase activity	17.6470934222135	0.0210109997071308
GO:0060421	0.00138086289102152	2.35907616202499	11.536182420735	22	67	positive regulation of heart growth	108.769881933615	0.0212482318710407
GO:0048668	0.00138086289102152	2.35907616202499	11.536182420735	22	67	collateral sprouting	108.769881933615	0.0212482318710407
GO:0055012	0.00139398468287839	2.85761316872428	7.40381856853143	16	43	ventricular cardiac muscle cell differentiation	192.051919956733	0.0214219955859657
GO:1902414	0.00140569849722478	1.67681928647808	34.7807290893802	52	202	protein localization to cell junction	28.2836976766984	0.0215736951540002
GO:0032231	0.00142553090476773	1.776567075869	27.5490923480239	43	160	regulation of actin filament bundle assembly	37.278984375	0.021835680625139
GO:0010470	0.00142649834997706	2.16392035530715	14.4632734827126	26	84	regulation of gastrulation	81.780612244898	0.021835680625139
GO:0060712	0.00143182009559501	4.81768433179723	3.09927288915269	9	18	spongiotrophoblast layer development	616.5	0.0218546621773258
GO:1900272	0.00143182009559501	4.81768433179723	3.09927288915269	9	18	negative regulation of long-term synaptic potentiation	616.5	0.0218546621773258
GO:0043491	0.00143333736568627	1.49797260889088	59.0583667210763	81	343	protein kinase B signaling	15.2803168747716	0.0218546621773258
GO:0060045	0.00143927500157597	2.73289068514242	8.09254587723203	17	47	positive regulation of cardiac muscle cell proliferation	170.800362154821	0.0218834582588701
GO:0035115	0.00143927500157597	2.73289068514242	8.09254587723203	17	47	embryonic forelimb morphogenesis	170.800362154821	0.0218834582588701
GO:0060795	0.00144643865861361	2.47401447632595	10.1587278033338	20	59	cell fate commitment involved in formation of primary germ layer	127.515081873025	0.0218834582588701
GO:0032881	0.00144643865861361	2.47401447632595	10.1587278033338	20	59	regulation of polysaccharide metabolic process	127.515081873025	0.0218834582588701
GO:0055023	0.00144643865861361	2.47401447632595	10.1587278033338	20	59	positive regulation of cardiac muscle tissue growth	127.515081873025	0.0218834582588701
GO:0021680	0.00144643865861361	2.47401447632595	10.1587278033338	20	59	cerebellar Purkinje cell layer development	127.515081873025	0.0218834582588701
GO:0060325	0.00146149033910267	2.54589511521921	9.47000049463323	19	55	face morphogenesis	139.400330578512	0.0220826475753449
GO:0033674	0.00148104878811156	1.29327164121056	156.685462729386	191	910	positive regulation of kinase activity	5.11901219659461	0.0223493315834877
GO:0036211	0.00148546328790802	1.1328730227737	919.795320769649	991	5342	protein modification process	0.770728589067849	0.0223583227524458
GO:0006464	0.00148546328790802	1.1328730227737	919.795320769649	991	5342	cellular protein modification process	0.770728589067849	0.0223583227524458
GO:0051247	0.00150071002353171	1.18425946877636	404.799475688777	457	2351	positive regulation of protein metabolic process	1.83504417516208	0.0225588117786345
GO:0021983	0.00153012832674957	2.07974336697186	16.0129099272889	28	93	pituitary gland development	71.8501560874089	0.0229715419310737
GO:0030010	0.00153551885102267	1.60416407596241	41.4958203492111	60	241	establishment of cell polarity	22.9272911967769	0.0230229522989443
GO:1902455	0.00156102796566536	5.50499773764962	2.58272740762724	8	15	negative regulation of stem cell population maintenance	789.12	0.0233301340139585
GO:0014870	0.00156102796566536	5.50499773764962	2.58272740762724	8	15	response to muscle inactivity	789.12	0.0233301340139585
GO:0007611	0.00156198335328296	1.44111290477475	72.1441855863877	96	419	learning or memory	12.1360894503905	0.0233301340139585
GO:0051493	0.00156544123874837	1.30941033866474	139.639461839046	172	811	regulation of cytoskeleton organization	5.80393206237903	0.02334469117645
GO:0097709	0.00157292581880607	6.74248704663212	2.0661819261018	7	12	connective tissue replacement	1078.875	0.02334469117645
GO:0002674	0.00157292581880607	6.74248704663212	2.0661819261018	7	12	negative regulation of acute inflammatory response	1078.875	0.02334469117645
GO:0007185	0.00157292581880607	6.74248704663212	2.0661819261018	7	12	transmembrane receptor protein tyrosine phosphatase signaling pathway	1078.875	0.02334469117645
GO:0014036	0.00157292581880607	6.74248704663212	2.0661819261018	7	12	neural crest cell fate specification	1078.875	0.02334469117645
GO:0045616	0.00157630856539141	2.22745377272424	13.0858188653114	24	76	regulation of keratinocyte differentiation	92.218836565097	0.0233652826591562
GO:0051492	0.00159334328702925	1.80658198143878	25.310728594747	40	147	regulation of stress fiber assembly	41.0828821324448	0.0235879265374367
GO:0021695	0.00159972810052603	2.01197720467497	17.5625463718653	30	102	cerebellar cortex development	63.9965397923876	0.0236525455267169
GO:0045647	0.00161479275125622	3.78637299300124	4.30454567937874	11	25	negative regulation of erythrocyte differentiation	390.6144	0.0238151424650005
GO:0021978	0.00161479275125622	3.78637299300124	4.30454567937874	11	25	telencephalon regionalization	390.6144	0.0238151424650005
GO:0045747	0.00162590834385176	2.10227506210658	15.3241826185883	27	89	positive regulation of Notch signaling pathway	75.6518116399445	0.0239307779891425
GO:0050804	0.00162876430891089	1.31542545828472	133.440916060741	165	775	modulation of chemical synaptic transmission	6.09699895941727	0.0239307779891425
GO:0099177	0.00162876430891089	1.31542545828472	133.440916060741	165	775	regulation of trans-synaptic signaling	6.09699895941727	0.0239307779891425
GO:0060037	0.00164766308787124	2.26508775864308	12.3970915566108	23	72	pharyngeal system development	98.46875	0.0241781137330478
GO:0060581	0.00167480308719169	3.06783438655374	6.19854577830539	14	36	cell fate commitment involved in pattern specification	239.75	0.0245456122040235
GO:0007422	0.00170265271400674	1.74336177661609	28.5821833110748	44	166	peripheral nervous system development	35.4382348671796	0.0249225791012737
GO:0044331	0.00171428335217906	2.30765363198713	11.7083642479102	22	68	cell-cell adhesion mediated by cadherin	105.594290657439	0.0250614956978986
GO:0008593	0.00172105221795872	1.66651170120558	34.2641836078548	51	199	regulation of Notch signaling pathway	28.5824600388879	0.0251290791425145
GO:0031290	0.00172383274442654	2.12711619122372	14.6354553098877	26	85	retinal ganglion cell axon guidance	79.8676816608997	0.0251383330476149
GO:0042303	0.0017287217852135	1.81202789076119	24.6220012860464	39	143	molting cycle	42.3280356007629	0.0251469964035404
GO:0042633	0.0017287217852135	1.81202789076119	24.6220012860464	39	143	hair cycle	42.3280356007629	0.0251469964035404
GO:0060713	0.00177996536344731	2.89284477784189	6.88727308700599	15	40	labyrinthine layer morphogenesis	208.06875	0.0258602908262631
GO:0006476	0.00178471562692369	1.92026458502222	19.9730919523174	33	116	protein deacetylation	54.4293995243757	0.0258971747103797
GO:0060914	0.00182298361341647	2.1546378968254	13.9467280011871	25	81	heart formation	84.5679012345679	0.0264102733584944
GO:0060828	0.00182458677600529	1.43206999204636	72.488549240738	96	421	regulation of canonical Wnt signaling pathway	12.02105607619	0.0264102733584944
GO:0043516	0.00184481199868808	2.75539064110493	7.57600039570658	16	44	regulation of DNA damage response, signal transduction by p53 class mediator	183.421487603306	0.0266371744816737
GO:0021871	0.00184481199868808	2.75539064110493	7.57600039570658	16	44	forebrain regionalization	183.421487603306	0.0266371744816737
GO:0009967	0.00185736058178059	1.17915794592848	408.759657713805	460	2374	positive regulation of signal transduction	1.81147349586826	0.02678533548356
GO:0007369	0.00186592017712765	1.40475207447885	81.2698224266706	106	472	gastrulation	10.5598427176099	0.0268756768439911
GO:0030901	0.00192244223598911	1.76906146179402	26.3438195577979	41	153	midbrain development	38.8719723183391	0.027655772215519
GO:1902337	0.00194850214893873	4.01517334101604	3.78800019785329	10	22	regulation of apoptotic process involved in morphogenesis	458.553719008264	0.0279234920491476
GO:1902894	0.00194850214893873	4.01517334101604	3.78800019785329	10	22	negative regulation of pri-miRNA transcription by RNA polymerase II	458.553719008264	0.0279234920491476
GO:1904748	0.00194850214893873	4.01517334101604	3.78800019785329	10	22	regulation of apoptotic process involved in development	458.553719008264	0.0279234920491476
GO:0016570	0.00195059064869366	1.36356483775495	98.1436414898353	125	570	histone modification	8.5387811634349	0.0279234920491476
GO:0014013	0.00198341231341774	1.64364312848693	35.2972745709057	52	205	regulation of gliogenesis	27.4619393218322	0.0283586791088177
GO:0016202	0.00198962792433407	1.60316371440991	39.4296384231093	57	229	regulation of striated muscle tissue development	24.1234530233977	0.0284128573096975
GO:0048286	0.00201977975241063	2.21965297860035	12.5692733837859	23	73	lung alveolus development	95.7894539313192	0.0288083080398642
GO:0007610	0.00202324498128658	1.25358163440123	194.393282880744	231	1129	behavior	4.02216310317964	0.0288226261932674
GO:1901861	0.00202685258746332	1.59429527527687	40.290547558985	58	234	regulation of muscle tissue development	23.508875739645	0.0288389353574672
GO:1901343	0.0020335679297489	1.63265241659172	36.1581837067814	53	210	negative regulation of vasculature development	26.6730612244898	0.0288683132086086
GO:0098773	0.00203384785628541	1.82395292611818	23.2445466686452	37	135	skin epidermis development	45.0577777777778	0.0288683132086086
GO:0032868	0.00215282332031857	1.43096362511947	70.2501854874611	93	408	response to insulin	12.3993295847751	0.0305200497347827
GO:0043534	0.00216256879571967	1.64409329446064	34.6085472622051	51	201	blood vessel endothelial cell migration	28.0164847404767	0.0306211373613995
GO:1901342	0.00218955888505373	1.36696405747786	94.0112776376317	120	546	regulation of vasculature development	8.93370365897838	0.03094760416004
GO:0106027	0.00219091066171419	1.71503655663698	28.9265469654251	44	168	neuron projection organization	34.5994897959184	0.03094760416004
GO:0010810	0.00219598262821402	1.47730837413377	58.1974575852006	79	338	regulation of cell-substrate adhesion	15.3472042295438	0.0309818753932363
GO:0097720	0.00220188751129732	2.30249605885444	11.1918187663847	21	65	calcineurin-mediated signaling	110.313372781065	0.0309905081217448
GO:0048916	0.00220188751129732	2.30249605885444	11.1918187663847	21	65	posterior lateral line development	110.313372781065	0.0309905081217448
GO:0070229	0.00227247926194391	2.93427471438783	6.37072760548054	14	37	negative regulation of lymphocyte apoptotic process	226.965668371074	0.0319456568515765
GO:0003183	0.00230741714221574	4.33565668202765	3.27145471632784	9	19	mitral valve morphogenesis	553.313019390582	0.0322817858247865
GO:0045743	0.00230741714221574	4.33565668202765	3.27145471632784	9	19	positive regulation of fibroblast growth factor receptor signaling pathway	553.313019390582	0.0322817858247865
GO:0010452	0.00230741714221574	4.33565668202765	3.27145471632784	9	19	histone H3-K36 methylation	553.313019390582	0.0322817858247865
GO:0061026	0.00230741714221574	4.33565668202765	3.27145471632784	9	19	cardiac muscle tissue regeneration	553.313019390582	0.0322817858247865
GO:0042594	0.00231763047151539	1.56910023147965	42.1845476579117	60	245	response to starvation	22.1847563515202	0.0323859818871661
GO:0097676	0.00232867999776737	12.0353855005754	1.20527279022605	5	7	histone H3-K36 dimethylation	2264.69387755102	0.0324243076978073
GO:1902744	0.00232867999776737	12.0353855005754	1.20527279022605	5	7	negative regulation of lamellipodium organization	2264.69387755102	0.0324243076978073
GO:0010991	0.00232867999776737	12.0353855005754	1.20527279022605	5	7	negative regulation of SMAD protein complex assembly	2264.69387755102	0.0324243076978073
GO:0005979	0.0023658428853297	2.7814150650273	7.05945491418113	15	41	regulation of glycogen biosynthetic process	198.042831647829	0.0328095529456623
GO:1903203	0.0023658428853297	2.7814150650273	7.05945491418113	15	41	regulation of oxidative stress-induced neuron death	198.042831647829	0.0328095529456623
GO:0010962	0.0023658428853297	2.7814150650273	7.05945491418113	15	41	regulation of glucan biosynthetic process	198.042831647829	0.0328095529456623
GO:0048845	0.00236755527233857	3.53373679154659	4.47672750655389	11	26	venous blood vessel morphogenesis	361.144970414201	0.0328095529456623
GO:0090288	0.0024098659619949	1.59329497638471	38.9130929415838	56	226	negative regulation of cellular response to growth factor stimulus	24.3336204871172	0.0332588376808627
GO:0031069	0.00241133673706682	2.66021794297656	7.74818222288173	16	45	hair follicle morphogenesis	175.36	0.0332588376808627
GO:0048745	0.00241133673706682	2.66021794297656	7.74818222288173	16	45	smooth muscle tissue development	175.36	0.0332588376808627
GO:1902668	0.00241133673706682	2.66021794297656	7.74818222288173	16	45	negative regulation of axon guidance	175.36	0.0332588376808627
GO:1900077	0.0024180540546563	2.56177829099307	8.43690953158233	17	49	negative regulation of cellular response to insulin stimulus	157.142024156601	0.0332731057344597
GO:1904837	0.0024180540546563	2.56177829099307	8.43690953158233	17	49	beta-catenin-TCF complex assembly	157.142024156601	0.0332731057344597
GO:0010092	0.00246098262360939	2.17599995463773	12.7414552109611	23	74	specification of animal organ identity	93.218042366691	0.0338240686883403
GO:0033043	0.00251127976523315	1.196916314014	309.066379779394	353	1795	regulation of organelle organization	2.43153979252178	0.0344748957220166
GO:0010827	0.00261490665421987	1.93115039119096	18.0790918533907	30	105	regulation of glucose transmembrane transport	60.3918367346939	0.0358554530689867
GO:1902459	0.00265317880173602	4.81658508494097	2.75490923480239	8	16	positive regulation of stem cell population maintenance	693.5625	0.0363376886179285
GO:0065008	0.00267140587288005	1.12048513143662	1016.21714398773	1085	5902	regulation of biological quality	0.691300561377456	0.0365445826768988
GO:0007158	0.00268212118395837	3.21283751321226	5.16545481525449	12	30	neuron cell-cell adhesion	295.92	0.0366483536337836
GO:0055024	0.00271481462299282	1.74106102615257	25.9994559034476	40	151	regulation of cardiac muscle tissue development	38.9351344239288	0.0370518406005198
GO:0035601	0.00275575908392998	1.81761306548343	22.0392738784192	35	128	protein deacylation	47.4114990234375	0.0375668671394878
GO:0032270	0.00278567014510575	1.17605215340697	382.415838156007	430	2221	positive regulation of cellular protein metabolic process	1.93467010187436	0.0379304620920794
GO:0051101	0.00279634135048443	1.68761054999053	29.2709106197754	44	170	regulation of DNA binding	33.7901730103806	0.0379947974580857
GO:0070997	0.00279688432185055	1.34277219799336	100.898550724638	127	586	neuron death	8.20812706030356	0.0379947974580857
GO:1902667	0.00281053738653799	2.10557761590449	13.6023643468368	24	79	regulation of axon guidance	85.3478609197244	0.038136028732746
GO:1904659	0.00282167526265363	1.76505283853527	24.4498194588712	38	142	glucose transmembrane transport	41.8256298353501	0.0382428441269375
GO:0010799	0.0028306071316042	2.29688639396816	10.6752732848593	20	62	regulation of peptidyl-threonine phosphorylation	115.473465140479	0.0383195485677286
GO:0035264	0.00285693154243368	1.54503077064389	43.3898204481377	61	252	multicellular organism growth	21.3188775510204	0.0386312567689357
GO:0048738	0.00286164394475052	1.40559693333393	73.5216402037889	96	427	cardiac muscle tissue development	11.6856013031388	0.0386503467047619
GO:0001542	0.00289243246646435	7.22244604316547	1.7218182717515	6	10	ovulation from ovarian follicle	1331.64	0.0388867786249111
